_id,branches_count,company_name,company_status,content,country,deadline,description,display_name,employees_count,employees_range,industry,ispublished,last_seen,latitude,link,longitude,revenue,revenue_range,source,technologies_used,views,year_founded,country_type,company_size,last_seen_day,last_seen_month,last_seen_year
645e9b05b40b496c996db11e,3.0,ALFATECH,active,"We believe our commitment to building dynamic relationships is what sets us apart – and by “relationships” we mean the connections we’ve founded and fostered with the real people behind the brands. We are as attentive to the needs of our clients and partners as we are to our own ideas and solutions, which we feel truly makes us team players. Careful listening is our first priority. Without it, we could not offer the most innovative and appropriate solutions. With it, we’ve built a stellar list of clients.

Our focus has always been on providing innovative solutions to our clients’ needs in the most sustainable methods possible. While we provide a breadth of services and expertise in multiple markets, our biggest differentiator has always been our methodology of listening first before providing solutions that live outside the typical paradigm and set the industry pace for successful invention.

Our Services:
- MEP Engineering Design
- Commissioning and Energy Solutions
- Sustainability
- Technology
- Architectural Lighting Design
- Project Delivery

Check us out: www.atce.com",United States,,"We believe our commitment to building dynamic relationships is what sets us apart – and by “relationships” we mean the connections we’ve founded and fostered with the real people behind the brands. We are as attentive to the needs of our clients and partners as we are to our own ideas and solutions, which we feel truly makes us team players. Careful listening is our first priority. Without it, we could not offer the most innovative and appropriate solutions. With it, we’ve built a stellar list of clients.

Our focus has always been on providing innovative solutions to our clients’ needs in the most sustainable methods possible. While we provide a breadth of services and expertise in multiple markets, our biggest differentiator has always been our methodology of listening first before providing solutions that live outside the typical paradigm and set the industry pace for successful invention.

Our Services:
- MEP Engineering Design
- Commissioning and Energy Solutions
- Sustainability
- Technology
- Architectural Lighting Design
- Project Delivery

Check us out: www.atce.com","Alfa Tech Consulting Engineers, Inc.",293.0,200 - 500,Construction,True,2023-05-14 08:50:05.568000+00:00,37.385222999999996,https://www.atce.com,-121.90136000000001,,10M - 50M,black basta,"[""ShareThis"",""WordPress""]",2546.0,1987.00s,usa,big,14,5,2023
645e9b07b40b496c996db11f,0.0,Tom Stuart Construction,active,"""Its What We Do""",United States,,"""Its What We Do""",TOM STUART CONSTRUCTION INC,170.0,50 - 200,Construction,True,2023-05-14 08:50:08.845000+00:00,,www.tomstuart.com,,,10M - 50M,black basta,"[""WordPress""]",1804.0,1989.00s,usa,small,14,5,2023
645e9b08b40b496c996db120,1.0,SMART Mechanical Solutions,active,"Holaday-Parks is a free-thinking mechanical contracting company. We hire smart, fun, and interesting people who can bring fresh perspectives to our work. Everyone here collaborates to provide the best products and services for our clients. We strive to create new environments with our clients that honor our earth, our community, and each other.",United States,,"Holaday-Parks is a free-thinking mechanical contracting company. We hire smart, fun, and interesting people who can bring fresh perspectives to our work. Everyone here collaborates to provide the best products and services for our clients. We strive to create new environments with our clients that honor our earth, our community, and each other.","HOLADAY-PARKS, Inc.",,200 - 500,Construction,True,2023-05-14 08:50:08.882000+00:00,47.483604,https://www.holadayparks.com,-122.27531,,10M - 50M,black basta,"[""CloudFlare"",""Google Tag Manager""]",2464.0,1889.00s,usa,big,14,5,2023
645e9b09b40b496c996db121,0.0,METASYS,active,"METASYS has established itself worldwide as a producer of high quality dental products.

Main part of the corporate identity is the high sensibility for environmental problems which can be noticed in all our products and services. Our high-grade technologies protect our water reserves from contamination through mercury and dangerous chemicals as well help avoid unnecessary drinking water waste.

Especially with amalgam separation, METASYS still sets new standards. METASYS is still known as one of the leading companies concerning amalgam separating technologies.

To meet the demands of both customers and the market, METASYS meanwhile offers a wide range of products around dental office equipment: suction systems, compressors, hygiene systems, water decontamination systems and a wide range of disinfectants.

With ECO TRANSFORM, METASYS offers also a complete recycling system for amalgam. A special amalgam recycling plant processes dental amalgam waste according to the law.",Austria,,"METASYS has established itself worldwide as a producer of high quality dental products.

Main part of the corporate identity is the high sensibility for environmental problems which can be noticed in all our products and services. Our high-grade technologies protect our water reserves from contamination through mercury and dangerous chemicals as well help avoid unnecessary drinking water waste.

Especially with amalgam separation, METASYS still sets new standards. METASYS is still known as one of the leading companies concerning amalgam separating technologies.

To meet the demands of both customers and the market, METASYS meanwhile offers a wide range of products around dental office equipment: suction systems, compressors, hygiene systems, water decontamination systems and a wide range of disinfectants.

With ECO TRANSFORM, METASYS offers also a complete recycling system for amalgam. A special amalgam recycling plant processes dental amalgam waste according to the law.",METASYS Medizintechnik GmbH,,50 - 200,Medical Devices,False,2023-05-14 08:50:08.938000+00:00,,https://www.metasys.com,,,10M - 50M,black basta,"[""Gravatar"",""WordPress""]",1766.0,1988.00s,european,small,14,5,2023
645e9b0ab40b496c996db122,,MERCOLA,,,,,,,,,,False,2023-05-14 08:50:08.986000+00:00,,health.,,,,black basta,[],3018.0,,other,big,14,5,2023
645e9b0bb40b496c996db123,0.0,The UNITED GRINDING Group,active,"UNITED GRINDING Group is one of the world's leading manufacturers of precision machines for grinding, eroding, laser, measuring and combination machining. With around 2,500 employees at more than 20 production, service and sales sites, the Group is organized in a customer-oriented and efficient way. 

With its brands MÄGERLE, BLOHM, JUNG, STUDER, SCHAUDT, MIKROSA, WALTER, and EWAG as well as competence centers in America and Asia UNITED GRINDING offers an ample range of application expertise, an extensive product portfolio and an array of services for surface and profile grinding, cylindrical grinding and tool machining. In addition, a competence center for additive manufacturing is operated under the IRPD brand.

The tradition of the group companies goes back more than one hundred years, during which more than 150,000 machines were manufactured and delivered throughout the world. This longstanding experience and broad technological expertise make the UNITED GRINDING Group a reliable and competent solution provider for complex manufacturing tasks. 

The innovative technologies of the companies in the UNITED GRINDING Group have a broad range of applications, from single part production through to mass production, from small businesses to large corporations, and are used in a wide variety of industries. Key areas are the automotive and supplier industry, medical, aerospace industry, tooling, die and mold, transportation and heavy industry, machine manufacturers, energy and precision engineering. 

Our top priority in all that we do is to contribute to our customers' success.

Imprint: https://www.grinding.ch/en/footer/company-information/
Privacy: https://www.grinding.ch/en/footer/data-security/",Switzerland,,"UNITED GRINDING Group is one of the world's leading manufacturers of precision machines for grinding, eroding, laser, measuring and combination machining. With around 2,500 employees at more than 20 production, service and sales sites, the Group is organized in a customer-oriented and efficient way. 

With its brands MÄGERLE, BLOHM, JUNG, STUDER, SCHAUDT, MIKROSA, WALTER, and EWAG as well as competence centers in America and Asia UNITED GRINDING offers an ample range of application expertise, an extensive product portfolio and an array of services for surface and profile grinding, cylindrical grinding and tool machining. In addition, a competence center for additive manufacturing is operated under the IRPD brand.

The tradition of the group companies goes back more than one hundred years, during which more than 150,000 machines were manufactured and delivered throughout the world. This longstanding experience and broad technological expertise make the UNITED GRINDING Group a reliable and competent solution provider for complex manufacturing tasks. 

The innovative technologies of the companies in the UNITED GRINDING Group have a broad range of applications, from single part production through to mass production, from small businesses to large corporations, and are used in a wide variety of industries. Key areas are the automotive and supplier industry, medical, aerospace industry, tooling, die and mold, transportation and heavy industry, machine manufacturers, energy and precision engineering. 

Our top priority in all that we do is to contribute to our customers' success.

Imprint: https://www.grinding.ch/en/footer/company-information/
Privacy: https://www.grinding.ch/en/footer/data-security/",United Grinding Group,,"1,000 - 5,000",Machinery,False,2023-05-14 08:50:09.041000+00:00,,https://www.grinding.ch,,,200M - 1B,black basta,"[""Google Tag Manager""]",3423.0,,european,big,14,5,2023
645e9b0cb40b496c996db124,,Gate Precast,,,,,,,,,,False,2023-05-14 08:50:09.105000+00:00,,focus.,,,,black basta,[],3227.0,,other,big,14,5,2023
645e9b0eb40b496c996db125,2.0,Testa Produce,active,"Testa Produce, Inc. | 802 followers on LinkedIn. Green by Nature... Greener by Choice | Testa distributes to Chicagoland's foodservice entities including restaurants, hotels, hospitals, schools, country clubs, sports venues, and catering services. To date, Testa services hundreds of customers and that number continues to grow. We are always willing to work with our customers to make sure our services are the best fit for their needs.",United States,,"Testa Produce, Inc. | 802 followers on LinkedIn. Green by Nature... Greener by Choice | Testa distributes to Chicagoland's foodservice entities including restaurants, hotels, hospitals, schools, country clubs, sports venues, and catering services. To date, Testa services hundreds of customers and that number continues to grow. We are always willing to work with our customers to make sure our services are the best fit for their needs.","Testa Produce, Inc.",352.0,200 - 500,Wholesale,True,2023-05-14 08:50:09.200000+00:00,41.811337,www.testaproduce.com,-87.65520500000001,,50M - 100M,black basta,"[""CloudFlare"",""Google Tag Manager"",""MaxCDN""]",1696.0,1912.00s,usa,big,14,5,2023
645e9b0fb40b496c996db126,0.0,Willemen Group,active,"Aannemingen Van Wellen NV is een begrip in de regio Antwerpen en ver daarbuiten. Veiligheid, flexibiliteit, gedrevenheid en passie zijn een aantal van onze drijfveren waardoor wij steeds tot het uiterste gaan om onze klanten tevreden te stellen.  Verkavelingen, her aanleg van autosnelwegen, aanleg van overslagterminals,… het zijn maar enkele zaken op ons breed palmares. E19, N49, Bredabaan en MPET aan het Deurganckdok zijn maar enkele voorbeelden van onze diverse verwezenlijkingen.

We beschikken over een moderne vloot, eigen asfaltproductieplants en betoncentrales, een laboratorium, signalisatiedienst, dienst landmeters en gekwalificeerd personeel dat elke dag opnieuw het beste van zichzelf geeft.",Belgium,,"Aannemingen Van Wellen NV is een begrip in de regio Antwerpen en ver daarbuiten. Veiligheid, flexibiliteit, gedrevenheid en passie zijn een aantal van onze drijfveren waardoor wij steeds tot het uiterste gaan om onze klanten tevreden te stellen.  Verkavelingen, her aanleg van autosnelwegen, aanleg van overslagterminals,… het zijn maar enkele zaken op ons breed palmares. E19, N49, Bredabaan en MPET aan het Deurganckdok zijn maar enkele voorbeelden van onze diverse verwezenlijkingen.

We beschikken over een moderne vloot, eigen asfaltproductieplants en betoncentrales, een laboratorium, signalisatiedienst, dienst landmeters en gekwalificeerd personeel dat elke dag opnieuw het beste van zichzelf geeft.",Aannemingen Van Wellen N.V.,,200 - 500,Construction,False,2023-05-14 08:50:09.239000+00:00,,https://www.willemen.be,,,10M - 50M,black basta,"[""AddThis"",""CloudFlare"",""Drupal"",""Google Analytics"",""Google Tag Manager""]",1974.0,1944.00s,european,big,14,5,2023
645e9b11b40b496c996db127,0.0,Rick Shipman Construction,active,"Rick Shipman Construction provides professional contractor services nationwide. From commercial, industrial and retail construction to remodel or retrofit; we put our skill, experience, and quality work into every project.
The Rick Shipman team delivers your finished product on time and on budget. With attention to detail, we are one of the leading construction companies in the nation.",United States,,"Rick Shipman Construction provides professional contractor services nationwide. From commercial, industrial and retail construction to remodel or retrofit; we put our skill, experience, and quality work into every project.
The Rick Shipman team delivers your finished product on time and on budget. With attention to detail, we are one of the leading construction companies in the nation.","RICK SHIPMAN CONSTRUCTION, INC",109.0,50 - 200,Construction,False,2023-05-14 08:50:09.299000+00:00,36.834034,https://www.rickshipman.com,-89.96857,,10M - 50M,black basta,"[""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""WordPress""]",2983.0,1993.00s,usa,small,14,5,2023
645e9c7b35fcc19a708da18e,6.0,Shiloh Industries,active,"Shiloh Industries, Inc. is a supplier of lightweighting, noise and vibration solutions to the automotive, commercial vehicle and industrial markets. The Company operates through Automotive and Commercial Vehicles segment. The Company offers portfolio of lightweighting solutions in aluminum, magnesium, steel and high strength steel alloys. The Company delivers these solutions through design, engineering and manufacturing of first operation blanks, engineered welded blanks, complex stampings, modular assemblies, and engineered aluminum and magnesium die casting and machined components. The Company offers its solutions through its BlankLight, CastLight and StampLight brands. The Company delivers solutions in body, chassis and powertrain systems to original equipment manufacturers (OEMs). The Company also provides intermediate steel processing services, such as oiling, leveling, cutting-to-length, slitting, edge trimming of hot and cold-rolled steel coils and inventory control services.",United States,,"Shiloh Industries, Inc. is a supplier of lightweighting, noise and vibration solutions to the automotive, commercial vehicle and industrial markets. The Company operates through Automotive and Commercial Vehicles segment. The Company offers portfolio of lightweighting solutions in aluminum, magnesium, steel and high strength steel alloys. The Company delivers these solutions through design, engineering and manufacturing of first operation blanks, engineered welded blanks, complex stampings, modular assemblies, and engineered aluminum and magnesium die casting and machined components. The Company offers its solutions through its BlankLight, CastLight and StampLight brands. The Company delivers solutions in body, chassis and powertrain systems to original equipment manufacturers (OEMs). The Company also provides intermediate steel processing services, such as oiling, leveling, cutting-to-length, slitting, edge trimming of hot and cold-rolled steel coils and inventory control services.",Shiloh Industries Inc,3600.0,"1,000 - 5,000",Automotive,False,2023-05-14 08:50:12.573000+00:00,41.25247,https://www.shiloh.com,-81.887955,1040000000.0,> 1B,black basta,"[""Google Analytics"",""Sukuri/Cloudproxy"",""WordPress""]",1850.0,1993.00s,usa,big,14,5,2023
645e9c7d35fcc19a708da18f,,Karl Gemünden GmbH & Co. KG,,,,,,,,,,False,2023-05-14 08:50:12.634000+00:00,,building).,,,,black basta,[],1454.0,,other,big,14,5,2023
645e9c7f35fcc19a708da190,2.0,Earthlite,active,"We are the world’s # 1 brand of professional massage tables. They are hand made with love, ensuring the highest quality. We offer a lifetime warranty on most products.",United States,,"We are the world’s # 1 brand of professional massage tables. They are hand made with love, ensuring the highest quality. We offer a lifetime warranty on most products.","Earthlite Massage Tables, Inc.",,200 - 500,"Health, Wellness and Fitness",True,2023-05-14 08:50:12.692000+00:00,33.135677,www.earthlite.com,-117.22386999999999,,50M - 100M,black basta,"[""Braintree"",""Google Tag Manager"",""LiveChatInc"",""NewRelic"",""Zendesk""]",1638.0,1987.00s,usa,big,14,5,2023
645e9c8135fcc19a708da191,0.0,Calico Brands,active,"Calico Brands, Inc. is one of the leading suppliers of utility lighters with a variety of features and designs, such as normal flame, wind resistant turbo flame, flexible nozzles, and folding capabilities. Products are marketed under the leading brand names, Scripto Aim ‘n Flame® II, Scripto® Wind Resistant, Scripto® Decolite®, Scripto® Decoflex®, Scripto® Flex Utility Lighter, Scripto® Wind Resistant Flex, Scripto® Xtra Long, Scripto® Folding Utility Lighter, Scripto® 2in1 Dual Flame Utility Lighter, Calico Hot Shot®, Calico Hot Shot® II, Calico Hot Shot® wind Resistant, Calico Hot Shot® II Wind Resistant, Calico Flex Utility Lighter, Calico XL Utility Lighter and Calico Candle Lighter®.

Calico Brands, Inc. offers a wide variety of sparkwheel and electronic pocket disposable lighter brands that include the value-priced Calico® brand and the unique and eye-catching, premium brand, Scripto®. Calico Brands provides custom private label/control brand Utility and Pocket lighter programs. Calico Brands, Inc. is the one lighter supplier that you will ever need.",United States,,"Calico Brands, Inc. is one of the leading suppliers of utility lighters with a variety of features and designs, such as normal flame, wind resistant turbo flame, flexible nozzles, and folding capabilities. Products are marketed under the leading brand names, Scripto Aim ‘n Flame® II, Scripto® Wind Resistant, Scripto® Decolite®, Scripto® Decoflex®, Scripto® Flex Utility Lighter, Scripto® Wind Resistant Flex, Scripto® Xtra Long, Scripto® Folding Utility Lighter, Scripto® 2in1 Dual Flame Utility Lighter, Calico Hot Shot®, Calico Hot Shot® II, Calico Hot Shot® wind Resistant, Calico Hot Shot® II Wind Resistant, Calico Flex Utility Lighter, Calico XL Utility Lighter and Calico Candle Lighter®.

Calico Brands, Inc. offers a wide variety of sparkwheel and electronic pocket disposable lighter brands that include the value-priced Calico® brand and the unique and eye-catching, premium brand, Scripto®. Calico Brands provides custom private label/control brand Utility and Pocket lighter programs. Calico Brands, Inc. is the one lighter supplier that you will ever need.","Calico Brands, Inc.",202.0,200 - 500,Consumer Goods,True,2023-05-14 08:50:12.739000+00:00,34.03575,www.calicobrands.com,-117.57587,,10M - 50M,black basta,"[""Google Tag Manager"",""WooCommerce"",""WordPress""]",1608.0,1993.00s,usa,big,14,5,2023
645e9c8335fcc19a708da192,2.0,Associated Bag,active,"Associated Bag. Find guaranteed lowest prices on plastic bags, packaging & shipping supplies, boxes, etc. Same day shipping, custom packaging. 1-800-926-6100",United States,,"Associated Bag. Find guaranteed lowest prices on plastic bags, packaging & shipping supplies, boxes, etc. Same day shipping, custom packaging. 1-800-926-6100",Associated Sales & Bag Company,200.0,50 - 200,Wholesale,False,2023-05-14 08:50:12.819000+00:00,42.934742,https://www.associatedbag.com,-87.91489,,10M - 50M,black basta,"[""Google Analytics"",""Google Tag Manager""]",3083.0,1938.00s,usa,small,14,5,2023
645e9c8535fcc19a708da193,,Etna GmbH,,,,,,,,,,False,2023-05-14 08:50:12.876000+00:00,,https://www.etna.de,,,,black basta,[],3013.0,,other,big,14,5,2023
645e9c8735fcc19a708da194,3.0,AES Clean Technology,active,"Core Business – Modular Cleanroom Systems 

AES is the leader in design, construction, and manufacture of modular cleanroom systems and custom cleanroom equipment for life science and technology companies. In-house AES cleanroom experts include technical and professional staff to manage your cleanroom project from concept through commissioning and turnover.

We specialize in modular systems because modular cleanroom technology delivers more, speed, cleanliness, quality, and repeatable performance to your cleanroom project.  Predictable finishes, costs, and schedule add value to every dollar of your investment., delivering the highest value to facility operations and ensuring quality for years to come.",United States,,"Core Business – Modular Cleanroom Systems 

AES is the leader in design, construction, and manufacture of modular cleanroom systems and custom cleanroom equipment for life science and technology companies. In-house AES cleanroom experts include technical and professional staff to manage your cleanroom project from concept through commissioning and turnover.

We specialize in modular systems because modular cleanroom technology delivers more, speed, cleanliness, quality, and repeatable performance to your cleanroom project.  Predictable finishes, costs, and schedule add value to every dollar of your investment., delivering the highest value to facility operations and ensuring quality for years to come.","AES Clean Technology, Inc.",255.0,200 - 500,Construction,True,2023-05-14 08:50:12.928000+00:00,,https://www.aesclean.com,,,10M - 50M,black basta,"[""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""WordPress""]",3100.0,1986.00s,usa,big,14,5,2023
645e9c8835fcc19a708da195,0.0,STADLER,active,"Fahrrad Online Shop - Experte für Fahrrad ✓ Fahrradbekleidung ✓ Fahrradzubehör ✓ Kaufen Sie Ihr Fahrrad jetzt online - Scott, Dynamics, Bulls uvm.",Germany,,"Fahrrad Online Shop - Experte für Fahrrad ✓ Fahrradbekleidung ✓ Fahrradzubehör ✓ Kaufen Sie Ihr Fahrrad jetzt online - Scott, Dynamics, Bulls uvm.",Zweirad-Center Stadler GmbH,,,Transportation/Trucking/Railroad,True,2023-05-14 08:50:12.986000+00:00,,https://zweirad-stadler.de,,,,black basta,"[""Google Tag Manager"",""MaxCDN"",""Piwik""]",3045.0,1936.00s,european,big,14,5,2023
645e9c8a35fcc19a708da196,0.0,Cremo,active,"La nature, source de nos produits laitiers.
L'innovation, cœur de nos compétences.


Constituée en 1927 en société anonyme, Cremo est une société suisse fabriquant et commercialisant des produits laitiers de haute qualité, de manière constante et durable, en Suisse et dans le monde. 

L'entreprise est active au sein de quatre domaines d'activités d'importance:
- les produits frais, tels que laits, crèmes, yogourts, boissons lactées;
- les fromages à pâte dure et mi-dure, tels que le Gruyère AOP, le Vacherin fribourgeois AOP, l'Emmentaler     
  AOP, le fromage à raclette du Valais AOP Valdor, Raclette Mazot et l'Edam Suisse;
- les beurres;
- et les ingrédients tels que poudres de lait et concentrés de protéines.

Son actionnariat est composé majoritairement de producteurs de lait. Aujourd'hui, elle occupe la deuxième place des transformateurs de lait en Suisse.",Switzerland,,"La nature, source de nos produits laitiers.
L'innovation, cœur de nos compétences.


Constituée en 1927 en société anonyme, Cremo est une société suisse fabriquant et commercialisant des produits laitiers de haute qualité, de manière constante et durable, en Suisse et dans le monde. 

L'entreprise est active au sein de quatre domaines d'activités d'importance:
- les produits frais, tels que laits, crèmes, yogourts, boissons lactées;
- les fromages à pâte dure et mi-dure, tels que le Gruyère AOP, le Vacherin fribourgeois AOP, l'Emmentaler     
  AOP, le fromage à raclette du Valais AOP Valdor, Raclette Mazot et l'Edam Suisse;
- les beurres;
- et les ingrédients tels que poudres de lait et concentrés de protéines.

Son actionnariat est composé majoritairement de producteurs de lait. Aujourd'hui, elle occupe la deuxième place des transformateurs de lait en Suisse.",Cremo SA,152.0,50 - 200,Food Production,True,2023-05-14 08:50:13.042000+00:00,,www.cremo.ch,,,10M - 50M,black basta,"[""CloudFlare"",""MaxCDN""]",3601.0,1927.00s,european,small,14,5,2023
645e9c8c35fcc19a708da197,0.0,KOLLITSCH,active,"The Kollitsch Group | 1,041 followers on LinkedIn. Kollitsch plans and builds for the future. | The KOLLITSCH Group is among Carinthia’s leading enterprises in architecture, construction and the property sector. Based in Klagenfurt and with branches in Graz and Vienna, it has been in the same family for three generations and is managed by the master builder Dipl.-Ing.",Austria,,"The Kollitsch Group | 1,041 followers on LinkedIn. Kollitsch plans and builds for the future. | The KOLLITSCH Group is among Carinthia’s leading enterprises in architecture, construction and the property sector. Based in Klagenfurt and with branches in Graz and Vienna, it has been in the same family for three generations and is managed by the master builder Dipl.-Ing.",The Kollitsch Group,113.0,50 - 200,Real Estate,True,2023-05-14 08:50:16.311000+00:00,,https://www.kollitsch.eu,,,10M - 50M,black basta,"[""Google Tag Manager"",""Varnish""]",2487.0,,european,small,14,5,2023
645e9c8e35fcc19a708da198,0.0,"Foreman Watson Land Title, LLC.",active,"We are a full-service real estate title company and also issue lenders and owner title insurance policies. Locations in Owensboro, Bowling Green & Hartford.",United States,,"We are a full-service real estate title company and also issue lenders and owner title insurance policies. Locations in Owensboro, Bowling Green & Hartford.","FOREMAN WATSON LAND TITLE, LLC",10.0,1 - 10,Legal Services,True,2023-05-14 08:50:16.369000+00:00,37.771152,https://foremanwatsonlandtitle.com,-87.11323,,1M - 10M,black basta,"[""WordPress""]",2953.0,2006.00s,usa,small,14,5,2023
645e9c9035fcc19a708da199,2.0,Admiral Merchants,active,,United States,,,Admiral Merchants Motor Freight Inc.,620.0,"500 - 1,000",Transportation/Trucking/Railroad,True,2023-05-14 08:50:16.427000+00:00,44.971706,https://admiral.ammf.com,-93.27249,,50M - 100M,black basta,[],2819.0,2019.00s,usa,big,14,5,2023
645e9c9235fcc19a708da19a,0.0,Cornerstone Insurance Group,active,"Cornerstone Insurance Group | 17 followers on LinkedIn. Over the last decade, we have shown growth and stability during a time when many businesses have downsized their operations.  By joining Cornerstone, you’ll be part of a team of experienced and driven professionals who work together to provide top notch service and products to our clients.  We offer competitive wages and benefit packages to employees.",United States,,"Cornerstone Insurance Group | 17 followers on LinkedIn. Over the last decade, we have shown growth and stability during a time when many businesses have downsized their operations.  By joining Cornerstone, you’ll be part of a team of experienced and driven professionals who work together to provide top notch service and products to our clients.  We offer competitive wages and benefit packages to employees.","Cornerstone Insurance Group, Inc.",,10 - 50,Insurance,True,2023-05-14 08:50:16.480000+00:00,35.0358,https://cornerstoneinsgrp.com,-85.17685999999999,,1M - 10M,black basta,"[""WordPress""]",2593.0,1997.00s,usa,small,14,5,2023
645e9c9335fcc19a708da19b,1.0,midway,active,Midway Importing is the leading distributor of the most trusted brands within the Hispanic Health & Beauty Care category.,United States,,Midway Importing is the leading distributor of the most trusted brands within the Hispanic Health & Beauty Care category.,"MIDWAY IMPORTING, INC",235.0,200 - 500,Wholesale,True,2023-05-14 08:50:16.538000+00:00,29.809351,www.midwayimporting.com,-95.56989,,10M - 50M,black basta,"[""Google Tag Manager""]",4727.0,1989.00s,usa,big,14,5,2023
645e9c9535fcc19a708da19c,0.0,MGSMFG,active,"MGS Mfg. Group | 3,571 followers on LinkedIn. Limitless Solutions, Single Source | Being world-class in tooling, molding, or equipment technology is challenging enough.  At MGS, we pride ourselves in combining excellence and integration across all three.  We control more of the supply chain in-house, minimizing risk, maximizing resources, and delivering better performance at every phase of every job.",United States,,"MGS Mfg. Group | 3,571 followers on LinkedIn. Limitless Solutions, Single Source | Being world-class in tooling, molding, or equipment technology is challenging enough.  At MGS, we pride ourselves in combining excellence and integration across all three.  We control more of the supply chain in-house, minimizing risk, maximizing resources, and delivering better performance at every phase of every job.","MGS Mfg. Group, Inc.",,"1,000 - 5,000",Mining & Metals,True,2023-05-14 08:50:16.574000+00:00,43.201363,www.mgsmfg.com,-88.14299999999999,,200M - 1B,black basta,"[""Google Tag Manager"",""WordPress""]",4684.0,1982.00s,usa,big,14,5,2023
645e9c9735fcc19a708da19d,0.0,KNAUF,active,"Knauf Gips KG | 4,438 followers on LinkedIn. Teil der Lösung | Impressum: https://www.knauf.de/profi/wir-bei-knauf/impressum/

Die Knauf Gips KG, ein Unternehmen der Knauf Gruppe, ist spezialisiert auf Systeme für Trockenbau und Boden, Putz und Fassade. Knauf Trockenbau-Systeme sind ein Synonym für leistungsfähigen Schall-, Brand- und Wärmeschutz an Boden, Wand und Decke. Am Boden sorgen Knauf Fließ- und Nivellierestriche für den schnellen Baufortschritt.",Germany,,"Knauf Gips KG | 4,438 followers on LinkedIn. Teil der Lösung | Impressum: https://www.knauf.de/profi/wir-bei-knauf/impressum/

Die Knauf Gips KG, ein Unternehmen der Knauf Gruppe, ist spezialisiert auf Systeme für Trockenbau und Boden, Putz und Fassade. Knauf Trockenbau-Systeme sind ein Synonym für leistungsfähigen Schall-, Brand- und Wärmeschutz an Boden, Wand und Decke. Am Boden sorgen Knauf Fließ- und Nivellierestriche für den schnellen Baufortschritt.",Knauf Gips KG,316.0,200 - 500,Wholesale,True,2023-05-14 08:50:16.625000+00:00,,www.knauf.com,,,50M - 100M,black basta,"[""Google Tag Manager""]",8101.0,1932.00s,european,big,14,5,2023
645e9c9935fcc19a708da19e,15.0,SHI,active,"SHI International (formerly known as Software House International) is a global provider of information technology products and solutions including Cloud Solutions.  The company operates in North America, Europe and Asia.",United States,,"SHI International (formerly known as Software House International) is a global provider of information technology products and solutions including Cloud Solutions.  The company operates in North America, Europe and Asia.",SHI International,2100.0,"1,000 - 5,000",Computer Software,True,2023-05-14 08:50:16.676000+00:00,40.533306,www.shi.com,-74.5278,4450000000.0,> 1B,black basta,"[""CloudFlare"",""F5 BIG-IP"",""Google Tag Manager""]",4830.0,1989.00s,usa,big,14,5,2023
645e9c9b35fcc19a708da19f,2.0,ttdwest,active,"Total Transportation & Distribution, Inc. began in 1989 to provide Southern California with premier integrated transportation and distribution solutions. Total is a provider of both TL (Truck load) and LTL (Less than truck load) freight services and leads the industry in same day and next day delivery with efficiency and reliability.

Total’s warehouse and fulfillment center can store and take computerized inventory of clients’ products. We offer real-time information systems so that clients can access inventory and shipment tracking information online. (See Products and Services for more information.)

As we grow to support companies across the United States, our reliability and personalized services ensures that Total Transportation & Distribution, Inc. will go the extra mile for you. Contact us today to discover how Total can integrate our efficient and economical solutions into your business.",United States,,"Total Transportation & Distribution, Inc. began in 1989 to provide Southern California with premier integrated transportation and distribution solutions. Total is a provider of both TL (Truck load) and LTL (Less than truck load) freight services and leads the industry in same day and next day delivery with efficiency and reliability.

Total’s warehouse and fulfillment center can store and take computerized inventory of clients’ products. We offer real-time information systems so that clients can access inventory and shipment tracking information online. (See Products and Services for more information.)

As we grow to support companies across the United States, our reliability and personalized services ensures that Total Transportation & Distribution, Inc. will go the extra mile for you. Contact us today to discover how Total can integrate our efficient and economical solutions into your business.","TOTAL TRANSPORTATION & DISTRIBUTION, INC",178.0,50 - 200,Warehousing,True,2023-05-14 08:50:16.728000+00:00,,https://www.ttdwest.com,,,10M - 50M,black basta,"[""Google Tag Manager"",""WooCommerce"",""WordPress""]",3162.0,1976.00s,usa,small,14,5,2023
645e9c9c35fcc19a708da1a0,,STEVENG,,,,,,,,,,True,2023-05-14 08:50:16.780000+00:00,,costs.,,,,black basta,[],4181.0,,other,big,14,5,2023
