_id,branches_count,company_name,company_status,content,country,date_added,deadline,description,display_name,employees_count,employees_range,industry,ispublished,last_seen,latitude,link,longitude,progress,revenue,revenue_range,source,technologies_used,views,year_founded
64601cf08e116d3d1d0c1713,0,Happy Sapiens Dental,active,"Happy Sapiens Dental, in Pinehurst TX 77362, is pleased to offer a full range of dental care services and dental treatments. Our dental clinic provides the following services: children's, cosmetic, family, general, implant, preventive, restorative and sedation dentistry.",United States,2022-10-07,null,"Happy Sapiens Dental, in Pinehurst TX 77362, is pleased to offer a full range of dental care services and dental treatments. Our dental clinic provides the following services: children's, cosmetic, family, general, implant, preventive, restorative and sedation dentistry.","Happy Sapiens Dental, P.C.",25,1 - 10,Hospital & Health Care,true,2023-05-14T09:37:03.391Z,null,https://happysapiensdental.com/,null,100%,$5 Million,0 - 1M,Royal,"[""Google Tag Manager"",""WordPress""]",null,2013
64601cf28e116d3d1d0c1714,5,Priority Power Management,active,"Searching for customized energy solutions? Priority Power Management's certified energy managers and energy advisors offer management services & consulting.",United States,2022-10-06,null,"Searching for customized energy solutions? Priority Power Management's certified energy managers and energy advisors offer management services & consulting.","Priority Power Management, LLC",31,10 - 50,Architecture & Planning,true,2023-05-14T09:37:08.190Z,31.997463,https://www.prioritypower.net/,-102.077034,100%,$14 Million,1M - 10M,Royal,"[""CloudFlare"",""Google Tag Manager""]",null,2001
64601cf48e116d3d1d0c1715,4,Northwest Michigan Health Services,active,"Northwest Michigan Health Services, Inc. (NMHSI) is your single stop for medical, dental, and behavioral health services. Schedule an appointment today!",United States,2022-10-06,null,"Northwest Michigan Health Services, Inc. (NMHSI) is your single stop for medical, dental, and behavioral health services. Schedule an appointment today!",NORTHWEST MICHIGAN HEALTH SERVICES INC,87,50 - 200,Hospital & Health Care,true,2023-05-14T09:37:12.992Z,44.775322,https://nmhsi.org/,-85.64564,100%,7241732,1M - 10M,Royal,"[""Google Tag Manager"",""WordPress""]",null,1968
64601cf58e116d3d1d0c1716,0,Talas Engineering,active,"TALAS ENGINEERING, INC. is a dynamic engineering consulting firm, and a leader in providing engineering and technical expertise in the areas of ACCIDENT RECONSTRUCTION, BIOMECHANICAL ANALYSIS, DESIGN ANALYSIS, MATERIALS SCIENCE, FAILURE ANALYSIS, and HUMAN FACTORS.  Our clients, which include top law firms and Fortune 100 companies, benefit from our rigorous, accurate, and thorough analyses and scientific research — and by our understandable explanations which promote more informed decisions.

Challenging questions are asked when accidents happen or when people get hurt. Talas Engineering provides knowledge and information to answer these questions by combining professional engineering with insightful scientific analysis, research, and testing. With a team of highly-qualified engineers and staff, our technical services incorporate state-of-the-art techniques and current knowledge of the scientific literature. Talas engineers have extensive industry experience and can respond quickly to perform accident investigations and engineering evaluations as well as perform in-depth analyses. Headquartered in the San Francisco Bay Area, we provide engineering consulting services throughout the United States.",United States,2022-10-04,null,"TALAS ENGINEERING, INC. is a dynamic engineering consulting firm, and a leader in providing engineering and technical expertise in the areas of ACCIDENT RECONSTRUCTION, BIOMECHANICAL ANALYSIS, DESIGN ANALYSIS, MATERIALS SCIENCE, FAILURE ANALYSIS, and HUMAN FACTORS.  Our clients, which include top law firms and Fortune 100 companies, benefit from our rigorous, accurate, and thorough analyses and scientific research — and by our understandable explanations which promote more informed decisions.

Challenging questions are asked when accidents happen or when people get hurt. Talas Engineering provides knowledge and information to answer these questions by combining professional engineering with insightful scientific analysis, research, and testing. With a team of highly-qualified engineers and staff, our technical services incorporate state-of-the-art techniques and current knowledge of the scientific literature. Talas engineers have extensive industry experience and can respond quickly to perform accident investigations and engineering evaluations as well as perform in-depth analyses. Headquartered in the San Francisco Bay Area, we provide engineering consulting services throughout the United States.","TALAS ENGINEERING, INC",33,10 - 50,Architecture & Planning,true,2023-05-14T09:37:17.791Z,37.65019,https://www.talasinc.com/,-122.13781,100%,$5 Million,1M - 10M,Royal,[],null,2007
64601cf78e116d3d1d0c1717,0,Heart of Missouri United Way,active,"The Heart of Missouri United Way mission is to improve lives and foster human dignity by mobilizing and coordinating the caring power of community
resources in Mid-Missouri. 

Underneath everything we are, 
underneath everything we do,
We are all people.
Connected. Interdependent. United.
And when we reach out a hand to one,
we influence the condition of all.
That's what it means to live united. 

United way is about advancing the common good. By working together, we can create opportunities for every person in our community to reach their full potential. 

Our ultimate goal is not only to treat immediate needs in the areas of Education, Health, Income & Safety Net, but to create long-lasting changes that prevent problems for our community from happening.
Underneath it all, this isn't just good for the people United Way helps. It is good for you, for your family and neighbors, your employees and your community as a whole. When children succeed in school, when hungry people are healthy and fed, when families can support themselves and give back to the community, we all win.

Be a part of the change .
Together, we can accomplish more than any one person or organization could do alone. When you support your Heart of Missouri United Way, we combine your gift with others and leverage total dollars donated to bring even more state and federal money to our community, making an even greater impact.",United States,2022-09-26,null,"The Heart of Missouri United Way mission is to improve lives and foster human dignity by mobilizing and coordinating the caring power of community
resources in Mid-Missouri. 

Underneath everything we are, 
underneath everything we do,
We are all people.
Connected. Interdependent. United.
And when we reach out a hand to one,
we influence the condition of all.
That's what it means to live united. 

United way is about advancing the common good. By working together, we can create opportunities for every person in our community to reach their full potential. 

Our ultimate goal is not only to treat immediate needs in the areas of Education, Health, Income & Safety Net, but to create long-lasting changes that prevent problems for our community from happening.
Underneath it all, this isn't just good for the people United Way helps. It is good for you, for your family and neighbors, your employees and your community as a whole. When children succeed in school, when hungry people are healthy and fed, when families can support themselves and give back to the community, we all win.

Be a part of the change .
Together, we can accomplish more than any one person or organization could do alone. When you support your Heart of Missouri United Way, we combine your gift with others and leverage total dollars donated to bring even more state and federal money to our community, making an even greater impact.",HEART OF MISSOURI UNITED WAY INC,13,10 - 50,Nonprofit Organization Management,true,2023-05-14T09:37:22.584Z,38.95372,http://www.uwheartmo.org/,-92.33599,100%,3023226,1M - 10M,Royal,"[""Google Tag Manager"",""WordPress""]",null,1946
64601cf98e116d3d1d0c1718,3,Data-Core Systems,active,"Data-Core Systems, Inc. is a provider of information technology, consulting and business process outsourcing services.  We are a one-stop shop for breakthrough tech solutions, working with Fortune 1000 companies and government organizations. A proven partner with a passion for client satisfaction, we combine technology innovation, business process expertise and a global, collaborative workforce that exemplifies the future of work.",United States,2022-09-26,null,"Data-Core Systems, Inc. is a provider of information technology, consulting and business process outsourcing services.  We are a one-stop shop for breakthrough tech solutions, working with Fortune 1000 companies and government organizations. A proven partner with a passion for client satisfaction, we combine technology innovation, business process expertise and a global, collaborative workforce that exemplifies the future of work.","Data-Core Systems, Inc.",1.559,1.559,Computer Software,true,2023-05-14T09:37:27.377Z,39.95433,http://www.datacoresystems.com/,-75.171,50%,102000,0 - 1M,Royal,"[""AddThis"",""CloudFlare"",""Drupal"",""GetResponse"",""Google Analytics"",""Google Tag Manager"",""ShareThis"",""Zendesk""]",null,1988
64601cfb8e116d3d1d0c1719,2,Midwest Truck,active,"Midwest Truck & Auto Parts | 1,330 followers on LinkedIn | Where Quality Meets Value! | Midwest Truck supplies aftermarket drivetrain components for heavy, medium, light duty and performance automotive and truck applications.

With 70 years of experience, we know what it takes to produce the highest quality parts available. “Committed to Quality” and “Continual Improvement” are two of the cornerstones of our mission statement.",United States,2023-05-01,null,"Midwest Truck & Auto Parts | 1,330 followers on LinkedIn | Where Quality Meets Value! | Midwest Truck supplies aftermarket drivetrain components for heavy, medium, light duty and performance automotive and truck applications.

With 70 years of experience, we know what it takes to produce the highest quality parts available. “Committed to Quality” and “Continual Improvement” are two of the cornerstones of our mission statement.","Midwest Truck and Auto Parts, Inc.",138,50 - 200,Automotive,true,2023-05-14T09:30:39.173Z,41.818592,http://www.midwesttruck.com/,-87.655235,0%,"$23,4M",10M - 50M,Royal,"[""Google Analytics"",""MaxCDN"",""ShareThis"",""WordPress""]",null,1964
64601cfd8e116d3d1d0c171a,2,Montana State University,active,"Montana State University is ranked in the top tier of U.S. research institutions by the Carnegie Foundation for the Advancement of Teaching. Located in Bozeman Montana, Montana State is an accredited land grant university offering bachelor's, master's and doctoral degrees in 150 fields of study.",United States,2023-04-29,null,"Montana State University is ranked in the top tier of U.S. research institutions by the Carnegie Foundation for the Advancement of Teaching. Located in Bozeman Montana, Montana State is an accredited land grant university offering bachelor's, master's and doctoral degrees in 150 fields of study.",Montana State University,2499,"1,000 - 5,000",Higher Education,true,2023-05-14T09:37:32.179Z,45.666829,http://www.montana.edu/,-111.049918,0%,382462748,200M - 1B,Royal,"[""CloudFlare"",""Google Analytics"",""Google Tag Manager"",""MaxCDN""]",null,1893
64601cfe8e116d3d1d0c171b,7,EdisonLearning,active,"Our mission and vision reflect the purpose for our existence: to shape a world in which every student, regardless of circumstance, has access to a quality education and attains life skills that unlock their potential to impact society.

For nearly 30 years, EdisonLearning has been at the forefront of some of the most dramatic innovations in America’s public education system. We are a trusted educational services provider and the nation’s largest minority-owned education company.

EdisonLearning provides online and blended learning courses for middle and high school students. EdisonLearnNow™ empowers students and families to take control of their online education experience with 150+ core, elective, and career prep courses supported by professional instructors and learning coaches.

EdisonLearning is a special place – a growth company. We owe our organization’s growth and success to the hundreds of dedicated professionals who share a passion for making a difference in the lives of young people – both in character development and academics. We recognize each and every employee as our most valuable resource.",United States,2023-04-26,null,"Our mission and vision reflect the purpose for our existence: to shape a world in which every student, regardless of circumstance, has access to a quality education and attains life skills that unlock their potential to impact society.

For nearly 30 years, EdisonLearning has been at the forefront of some of the most dramatic innovations in America’s public education system. We are a trusted educational services provider and the nation’s largest minority-owned education company.

EdisonLearning provides online and blended learning courses for middle and high school students. EdisonLearnNow™ empowers students and families to take control of their online education experience with 150+ core, elective, and career prep courses supported by professional instructors and learning coaches.

EdisonLearning is a special place – a growth company. We owe our organization’s growth and success to the hundreds of dedicated professionals who share a passion for making a difference in the lives of young people – both in character development and academics. We recognize each and every employee as our most valuable resource.","EdisonLearning, Inc.",75,"1,000 - 5,000",Education Management,true,2023-05-14T09:30:43.975Z,null,http://www.edisonlearning.com/,null,0%,"$17,3M",200M - 1B,Royal,"[""Google Analytics"",""Google Tag Manager"",""HubSpot"",""Zendesk""]",null,1992
64601d008e116d3d1d0c171c,5,Meade Tractor,active,"Established in 1958 as Wright Equipment Company, Meade Tractor began on June 1, 2010.",United States,2023-04-01,null,"Established in 1958 as Wright Equipment Company, Meade Tractor began on June 1, 2010.",Meade Tractor,115,50 - 200,Retail,true,2023-05-14T09:30:48.792Z,null,http://meadetractor.com/,null,0%,"$81,7M",10M - 50M,Royal,"[""Amazon AWS S3"",""Google Tag Manager""]",null,2010
64601d028e116d3d1d0c171d,0,GKS Hydraulik,active,"GKS Hydraulik | 10 followers on LinkedIn | GKS Hydraulik is a company based out of 3 Im Heidach, Kressbronn am Bodensee, Baden-W  rttemberg, Germany.",Germany,2023-04-21,null,"GKS Hydraulik | 10 followers on LinkedIn | GKS Hydraulik is a company based out of 3 Im Heidach, Kressbronn am Bodensee, Baden-W  rttemberg, Germany.",GKS Hydraulik,3,1 - 10,Machinery,true,2023-05-14T09:37:36.956Z,null,http://www.gks-hydraulik.com/,null,0%,$5M,0 - 1M,Royal,"[""Google Tag Manager""]",null,null
64601d038e116d3d1d0c171e,2,Lake Dallas Independent School District,active,"Lake Dallas Independent School District is located at 104 Swisher Lake Dallas, TX 75065 and comprises of Corinth Elementary, Lake Dallas High School, Lake Dallas Middle School, Lake Dallas Elementary School, Shady Shores Elementary School.",United States,2023-04-18,null,"Lake Dallas Independent School District is located at 104 Swisher Lake Dallas, TX 75065 and comprises of Corinth Elementary, Lake Dallas High School, Lake Dallas Middle School, Lake Dallas Elementary School, Shady Shores Elementary School.",Lake Dallas Independent School District,234,10 - 50,Primary/Secondary Education,true,2023-05-14T09:37:46.565Z,33.133006,http://www.ldisd.net/,-97.061776,0%,$74.1M,1M - 10M,Royal,"[""Google Analytics"",""Google Tag Manager""]",null,1929
64601d058e116d3d1d0c171f,0,Swanson Group,active,"Our Mission - Our core purpose is to create opportunities and long-term security for our employees, shareholders and respective families - a strong company to be passed on to future generations.

Vision - Our goal is to become a world class forest products company that is in control of its destiny and brings out the best in it's employees. 

Values - Accountability, Commitment, Excellence and Safety (ACES).",United States,2023-04-13,null,"Our Mission - Our core purpose is to create opportunities and long-term security for our employees, shareholders and respective families - a strong company to be passed on to future generations.

Vision - Our goal is to become a world class forest products company that is in control of its destiny and brings out the best in it's employees. 

Values - Accountability, Commitment, Excellence and Safety (ACES).",Swanson Group Inc.,892,"500 - 1,000",Paper & Forest Products,true,2023-05-14T09:37:56.143Z,null,http://www.swansongroup.biz/,null,0%,$214.3M,100M - 200M,Royal,"[""Google Tag Manager"",""WooCommerce"",""WordPress""]",null,1951
64601d078e116d3d1d0c1720,0,Talon Outdoor,active,"Talon Outdoor | 7,993 followers on LinkedIn. Talon is a major independent Out of Home specialist. | We are a high-growth independent full service Out of Home agency with a team of over 150 people globally. A significant player in the OOH agency sector, we pride ourselves on high standards of media planning, buying, creative excellence and technology-led foundations. 

We are dedicated to driving client value through a combination of teamwork, expertise, creativity, data and proprietary technology.",United Kingdom,2023-04-12,null,"Talon Outdoor | 7,993 followers on LinkedIn. Talon is a major independent Out of Home specialist. | We are a high-growth independent full service Out of Home agency with a team of over 150 people globally. A significant player in the OOH agency sector, we pride ourselves on high standards of media planning, buying, creative excellence and technology-led foundations. 

We are dedicated to driving client value through a combination of teamwork, expertise, creativity, data and proprietary technology.",Talon Outdoor Limited,141,50 - 200,Marketing and Advertising,true,2023-05-14T09:38:05.736Z,null,http://www.talonoutdoor.com/,null,0%,"$50,4",10M - 50M,Royal,"[""Google Tag Manager"",""WordPress""]",null,2007
64601d098e116d3d1d0c1721,0,Armstrong Watson,active,"Armstrong Watson | 6,871 followers on LinkedIn. Supporting, advising and protecting family businesses and individuals for the long term. | Armstrong Watson has been advising and protecting clients across the North of England and Scotland since 1867. With 16 regional offices from Glasgow to Leeds, 38 partners and over 400 colleagues, we’re focused enough to provide a truly tailored service and large and experienced enough to work alongside any size of business, delivering a complete remit of services equal to top tier firms.

Our full range of specialist services and financial advice include accountancy, tax, payroll, corporate finance, financial planning, wealth management, forensic accounting and corporate restructuring, recovery and insolvency.",United Kingdom,2023-03-31,null,"Armstrong Watson | 6,871 followers on LinkedIn. Supporting, advising and protecting family businesses and individuals for the long term. | Armstrong Watson has been advising and protecting clients across the North of England and Scotland since 1867. With 16 regional offices from Glasgow to Leeds, 38 partners and over 400 colleagues, we’re focused enough to provide a truly tailored service and large and experienced enough to work alongside any size of business, delivering a complete remit of services equal to top tier firms.

Our full range of specialist services and financial advice include accountancy, tax, payroll, corporate finance, financial planning, wealth management, forensic accounting and corporate restructuring, recovery and insolvency.",Armstrong Watson Ltd,334,200 - 500,Accounting,true,2023-05-14T09:38:24.884Z,null,http://armstrongwatson.co.uk/,null,100%,$80M,50M - 100M,Royal,"[""Drupal"",""Google Tag Manager""]",null,1890
64601d0b8e116d3d1d0c1722,1,Vending Group,active,"Vending Group helps companies large and small with their vending needs. We consolidate vending services into a single account to help you stay focused on your core business. With Vending Group, your staff and/or customers stay refreshed with the world's leading beverage and snack brands without personnel having to manage vending suppliers. Combine your vending needs into one program to increase vending revenue and get consistent service across all stores and properties.",United States,2023-03-30,null,"Vending Group helps companies large and small with their vending needs. We consolidate vending services into a single account to help you stay focused on your core business. With Vending Group, your staff and/or customers stay refreshed with the world's leading beverage and snack brands without personnel having to manage vending suppliers. Combine your vending needs into one program to increase vending revenue and get consistent service across all stores and properties.",Vending Group,26,10 - 50,Food & Beverages,true,2023-05-14T09:38:34.461Z,null,http://www.vendinggroup.com/,null,0%,$26M,1M - 10M,Royal,"[""Google Analytics"",""HubSpot""]",null,2010
64601d0c8e116d3d1d0c1723,0,Toho Tenax America,active,"Teijin Carbon Europe GmbH mit Sitz in Wuppertal und Heinsberg ist einer der führenden Hersteller von Carbonfasern in Europa. Wir sind Teil des japanischen Teijin-Konzerns. Zu Teijin gehören etwa 170 Unternehmen mit 19.000 Mitarbeitern in mehr als 20 Ländern weltweit. 

Stark wie Stahl und leichter als Aluminium finden unsere Carbon-Produkte Anwendung in Faserverbundwerkstoffen für hochbeanspruchte Bauteile in vielen Industriezweigen, z.B. Luft- und Raumfahrt, Automobil, Windenergie, Maschinen- und Schiffbau, Medizintechnik, Sportartikel sowie Öl-Offshore. 

Wir sind ein zukunftsorientiertes und nachhaltiges Unternehmen mit ausgezeichneten Karriereaussichten und -möglichkeiten in einem internationalen Umfeld. Eine Karriere bei Teijin bedeutet: Mitarbeit in einem ständig wachsenden Unternehmen, in dem Mitarbeiter die Gelegenheit erhalten, ihre Kenntnisse zu erweitern und ihre Ziele zu erreichen. 

Teijin ist ein etabliertes Unternehmen mit hervorragenden Arbeitsbedingungen und einer soliden Unternehmenskultur. Der Erfolg der Teijin Gruppe ist durch seine Mitarbeiter geprägt. 

Wir suchen immer nach Mitarbeitern, die: 

-       gerne entwickeln und verbessern  
-	unternehmerisch und ergebnisorientiert agieren                                                 
-	sozial eingestellt sind und die Arbeit im Team lieben      

Wir bieten:                              
                      
-	Ein internationales Unternehmen mit flachen Hierarchien    
-	Eine sichere Work-Life-Balance 
-	Wachstums- und Entwicklungsmöglichkeiten für Ihr Potential 


https://www.teijincarbon.com/de/impressum/",Germany,2023-03-30,null,"Teijin Carbon Europe GmbH mit Sitz in Wuppertal und Heinsberg ist einer der führenden Hersteller von Carbonfasern in Europa. Wir sind Teil des japanischen Teijin-Konzerns. Zu Teijin gehören etwa 170 Unternehmen mit 19.000 Mitarbeitern in mehr als 20 Ländern weltweit. 

Stark wie Stahl und leichter als Aluminium finden unsere Carbon-Produkte Anwendung in Faserverbundwerkstoffen für hochbeanspruchte Bauteile in vielen Industriezweigen, z.B. Luft- und Raumfahrt, Automobil, Windenergie, Maschinen- und Schiffbau, Medizintechnik, Sportartikel sowie Öl-Offshore. 

Wir sind ein zukunftsorientiertes und nachhaltiges Unternehmen mit ausgezeichneten Karriereaussichten und -möglichkeiten in einem internationalen Umfeld. Eine Karriere bei Teijin bedeutet: Mitarbeit in einem ständig wachsenden Unternehmen, in dem Mitarbeiter die Gelegenheit erhalten, ihre Kenntnisse zu erweitern und ihre Ziele zu erreichen. 

Teijin ist ein etabliertes Unternehmen mit hervorragenden Arbeitsbedingungen und einer soliden Unternehmenskultur. Der Erfolg der Teijin Gruppe ist durch seine Mitarbeiter geprägt. 

Wir suchen immer nach Mitarbeitern, die: 

-       gerne entwickeln und verbessern  
-	unternehmerisch und ergebnisorientiert agieren                                                 
-	sozial eingestellt sind und die Arbeit im Team lieben      

Wir bieten:                              
                      
-	Ein internationales Unternehmen mit flachen Hierarchien    
-	Eine sichere Work-Life-Balance 
-	Wachstums- und Entwicklungsmöglichkeiten für Ihr Potential 


https://www.teijincarbon.com/de/impressum/",Teijin Carbon Europe GmbH,58,50 - 200,Chemicals,true,2023-05-14T09:38:39.260Z,null,http://www.teijincarbon.com/,null,0%,$70.3M,1M - 10M,Royal,"[""Piwik""]",null,1983
64601d0e8e116d3d1d0c1724,0,einhaus-gruppe,active,"Was im Jahr 2003 mit einem „einfachen“ Handyschutz begann, ist heute zu einem der führenden Anbieter von Elektronikversicherungen in Deutschland herangewachsen.
Als Dienstleister bietet die Einhaus-Gruppe seinen Kooperations- und Vertriebspartnern individuelle und zeitgemäße Versicherungsprodukte an, wozu auch der in Deutschland einzigartige 24 Stunden-Austauschservice von Smartphones und Tablets gehört.
Derzeit kooperiert die Einhaus-Gruppe mit mehr als 5.000 Vertriebspartnern wie der Deutschen Telekom, 1&1, ALSO, Cyberport und notebooksbilliger.de. Dabei übernimmt die Einhaus-Gruppe sämtliche Prozesse von nur einem Standort aus. Neben den Callcentern für die Kundenbetreuung bietet das Hammer Unternehmen auch das dazu passende Qualitätsmanagement, das Repair-Management sowie die Schadenbeurteilung und -regulierung an. Ebenfalls verfügt die Einhaus-Gruppe über ein hauseigenes Logistikzentrum, in dem täglich bis zu 1.000 elektronische Geräte getauscht, repariert und verschickt werden.

Arbeiten bei der Einhaus-Gruppe – Kommen Sie an Bord

Wir sind Arbeitgeber mit Historie und Zukunft - Mit derzeit 170 Mitarbeitern auf rund 4000 m² sind wir einer der erfolgreichsten Dienstleister für Elektronikversicherungen in Deutschland.

Wir bieten eine angenehme Arbeitsatmosphäre - Sie sollen sich wohlfühlen bei uns. Dafür sorgen attraktive Arbeitsbedingungen, flache Hierarchien, moderne Büros und nicht zuletzt ein kollegiales Team.

Fachpersonal - Sie haben bereits Erfahrung in den Bereichen Kundenberatung, technischer Support, Logistik, IT oder in der Verwaltung? Dann bewerben Sie sich.

Quereinsteiger? Gerne! - Wir sind offen für Leute, die eine neue Herausforderung suchen. Mit guten Deutschkenntnissen und Freude am Umgang mit Kunden finden Sie in der Kundenberatung einen zukunftssicheren Job.

Aktuelle Stellenangebote finden Sie unter www.einhaus-gruppe.de/#jobs

Folgen Sie uns auf facebook.com/Einhausgruppe/, um über neue Stellenangebote informiert zu sein.",Germany,2023-03-30,null,"Was im Jahr 2003 mit einem „einfachen“ Handyschutz begann, ist heute zu einem der führenden Anbieter von Elektronikversicherungen in Deutschland herangewachsen.
Als Dienstleister bietet die Einhaus-Gruppe seinen Kooperations- und Vertriebspartnern individuelle und zeitgemäße Versicherungsprodukte an, wozu auch der in Deutschland einzigartige 24 Stunden-Austauschservice von Smartphones und Tablets gehört.
Derzeit kooperiert die Einhaus-Gruppe mit mehr als 5.000 Vertriebspartnern wie der Deutschen Telekom, 1&1, ALSO, Cyberport und notebooksbilliger.de. Dabei übernimmt die Einhaus-Gruppe sämtliche Prozesse von nur einem Standort aus. Neben den Callcentern für die Kundenbetreuung bietet das Hammer Unternehmen auch das dazu passende Qualitätsmanagement, das Repair-Management sowie die Schadenbeurteilung und -regulierung an. Ebenfalls verfügt die Einhaus-Gruppe über ein hauseigenes Logistikzentrum, in dem täglich bis zu 1.000 elektronische Geräte getauscht, repariert und verschickt werden.

Arbeiten bei der Einhaus-Gruppe – Kommen Sie an Bord

Wir sind Arbeitgeber mit Historie und Zukunft - Mit derzeit 170 Mitarbeitern auf rund 4000 m² sind wir einer der erfolgreichsten Dienstleister für Elektronikversicherungen in Deutschland.

Wir bieten eine angenehme Arbeitsatmosphäre - Sie sollen sich wohlfühlen bei uns. Dafür sorgen attraktive Arbeitsbedingungen, flache Hierarchien, moderne Büros und nicht zuletzt ein kollegiales Team.

Fachpersonal - Sie haben bereits Erfahrung in den Bereichen Kundenberatung, technischer Support, Logistik, IT oder in der Verwaltung? Dann bewerben Sie sich.

Quereinsteiger? Gerne! - Wir sind offen für Leute, die eine neue Herausforderung suchen. Mit guten Deutschkenntnissen und Freude am Umgang mit Kunden finden Sie in der Kundenberatung einen zukunftssicheren Job.

Aktuelle Stellenangebote finden Sie unter www.einhaus-gruppe.de/#jobs

Folgen Sie uns auf facebook.com/Einhausgruppe/, um über neue Stellenangebote informiert zu sein.",Einhaus-Gruppe GmbH,7,1 - 10,Insurance,true,2023-05-14T09:38:44.104Z,null,http://einhaus-gruppe.de/,null,11%,null,0 - 1M,Royal,"[""Google Analytics"",""Google Tag Manager"",""MaxCDN""]",null,2003
64601d108e116d3d1d0c1725,0,Helmholtz Zentrum Munchen,active,"The Helmholtz Association is Germany's largest scientific research organization. The Helmholtz Association performs cutting-edge research which contributes substantially to solving the grand challenges of science, society and industry. The Helmholtz Association is a community of 19 scientific-technical and biological-medical research centers. These centers have been commissioned with pursuing long-term research goals on behalf of the state and society. The Association strives to gain insights and knowledge so that it can help to preserve and improve the foundations of human life. It does so by identifying and working on the great challenges faced by society, science and industry. 

Helmholtz Centers perform world-class research in strategic programs in six core fields: Energy, Earth and Environment, Health, Key Technologies, Matter, Aeronautics, Space and Transport.

Named after Hermann von Helmholtz, one of the greatest natural scientists of the 19th century, the association celebrates the 200th birthday of its namesake in 2021. To mark the anniversary, numerous activities this year will be based on the motto ""200 Jahre Helmholtz - Inspired by challenges"". Celebrate with us!",Germany,2023-03-27,null,"The Helmholtz Association is Germany's largest scientific research organization. The Helmholtz Association performs cutting-edge research which contributes substantially to solving the grand challenges of science, society and industry. The Helmholtz Association is a community of 19 scientific-technical and biological-medical research centers. These centers have been commissioned with pursuing long-term research goals on behalf of the state and society. The Association strives to gain insights and knowledge so that it can help to preserve and improve the foundations of human life. It does so by identifying and working on the great challenges faced by society, science and industry. 

Helmholtz Centers perform world-class research in strategic programs in six core fields: Energy, Earth and Environment, Health, Key Technologies, Matter, Aeronautics, Space and Transport.

Named after Hermann von Helmholtz, one of the greatest natural scientists of the 19th century, the association celebrates the 200th birthday of its namesake in 2021. To mark the anniversary, numerous activities this year will be based on the motto ""200 Jahre Helmholtz - Inspired by challenges"". Celebrate with us!",Helmholtz-Gemeinschaft / Helmholtz Association,~7000,"> 10,000",Research,true,2023-05-14T09:38:48.879Z,null,http://www.helmholtz.de/,null,0%,$115M,> 1B,Royal,"[""Piwik""]",null,1995
64601d128e116d3d1d0c1726,0,KMVP,active,"Kanzlei Mühlbauer Wagner PartGmbB - Wirtschaftsprüfer Steuerberater in Weiden, Cham und Regensburg. Fragestellungen im Bereich der Steuerberatung, Wirtschaftsprüfung und Unternehmensberatung werden immer komplexer. Wir beraten daher fachübergreifend und lösen Problemstellungen differenziert.",Germany,2023-03-10,null,"Kanzlei Mühlbauer Wagner PartGmbB - Wirtschaftsprüfer Steuerberater in Weiden, Cham und Regensburg. Fragestellungen im Bereich der Steuerberatung, Wirtschaftsprüfung und Unternehmensberatung werden immer komplexer. Wir beraten daher fachübergreifend und lösen Problemstellungen differenziert.",Kanzlei Mühlbauer Wagner Partnerschaft,10,10,Law Practice,true,2023-05-14T09:32:17.548Z,null,https://kmwp.de/,null,100%,$5M,$5M,Royal,"[""Google Analytics""]",null,null
64601d148e116d3d1d0c1727,0,Highway Equipment,active,"In business since 1933, Highway Equipment has grown steadily throughout the years with the mission to always be able to claim that ""Service Is Our Best Product"". Highway Equipment Company has established itself as one of America’s leading sales, rentals, parts and service providers of construction, landscaping, demolition, oil & gas, mining, quarrying, and industrial material-handling machinery.  Year after year, Highway Equipment is among the top volume distributors of each of our product lines. In most cases, we are recognized as a Top 10 dealer in the nation for each of our suppliers and product lines.  Visit our website to learn more, www.highway-equipment.com.
 
Machinery Rental Co. is our light equipment rental division. Started in 1951 in Pittsburgh, Machinery Rental rents, sells and supports light to medium-size construction equipment for contractors in a wide range of industries.  Call 412-361-3600 to learn more.",United States,2023-03-10,null,"In business since 1933, Highway Equipment has grown steadily throughout the years with the mission to always be able to claim that ""Service Is Our Best Product"". Highway Equipment Company has established itself as one of America’s leading sales, rentals, parts and service providers of construction, landscaping, demolition, oil & gas, mining, quarrying, and industrial material-handling machinery.  Year after year, Highway Equipment is among the top volume distributors of each of our product lines. In most cases, we are recognized as a Top 10 dealer in the nation for each of our suppliers and product lines.  Visit our website to learn more, www.highway-equipment.com.
 
Machinery Rental Co. is our light equipment rental division. Started in 1951 in Pittsburgh, Machinery Rental rents, sells and supports light to medium-size construction equipment for contractors in a wide range of industries.  Call 412-361-3600 to learn more.",Highway Equipment Company,168,50 - 200,Machinery,true,2023-05-14T09:32:22.341Z,40.75003,https://www.highway-equipment.com/,-80.115654,100%,$21M,10M - 50M,Royal,"[""Amazon AWS S3"",""Google Tag Manager"",""MailChimp"",""MaxCDN"",""Sukuri/Cloudproxy"",""WordPress""]",null,1933
