country,branches_count,revenue_range,employees_range,industry,year_founded,source,attacked
73.0,0.0,-1.0,3.0,-1.0,1995.0,4.0,1
73.0,0.0,2.0,18.0,5.0,2007.0,4.0,1
64.0,0.0,2.0,31.0,3.0,1984.0,4.0,1
72.0,0.0,-1.0,56.0,-1.0,2012.0,4.0,1
4.0,0.0,0.0,-1.0,0.0,1973.6,4.0,1
73.0,0.0,-1.0,93.0,-1.0,1981.0,4.0,1
22.0,0.0,4.0,107.0,6.0,2006.0,4.0,1
4.0,0.0,-1.0,69.0,-1.0,1947.0,4.0,1
34.0,0.0,5.0,11.0,6.0,1946.0,4.0,1
23.0,0.0,-1.0,-1.0,-1.0,1970.0,4.0,1
23.0,0.0,-1.0,-1.0,-1.0,1970.0,4.0,1
23.0,0.0,-1.0,-1.0,-1.0,2000.0,4.0,1
22.0,0.0,3.0,104.0,2.0,2006.0,4.0,1
23.0,0.0,-1.0,60.0,-1.0,1982.2,4.0,1
73.0,0.0,2.0,18.0,5.0,1972.0,4.0,1
23.0,0.0,0.0,93.0,0.0,1997.0,4.0,1
73.0,1.0,1.0,18.0,6.0,1909.0,4.0,1
10.0,0.0,-1.0,104.0,-1.0,1946.0,4.0,1
18.0,0.0,2.0,102.0,3.0,1939.0,4.0,1
73.0,1.0,0.0,-1.0,0.0,1971.0,4.0,1
10.0,1.0,-1.0,46.0,-1.0,2010.0,4.0,1
72.0,0.0,2.0,104.0,5.0,1959.0,4.0,1
42.0,0.0,-1.0,69.0,-1.0,1955.0,4.0,1
73.0,2.0,2.0,79.0,5.0,1976.0,4.0,1
73.0,0.0,2.0,64.0,5.0,1952.0,4.0,1
23.0,0.0,-1.0,90.0,-1.0,1919.0,4.0,1
73.0,7.0,6.0,3.0,7.0,1991.0,4.0,1
73.0,0.0,2.0,107.0,5.0,1964.0,4.0,1
73.0,0.0,3.0,3.0,2.0,2000.0,4.0,1
49.0,0.0,1.0,18.0,6.0,1954.0,4.0,1
73.0,3.0,2.0,101.0,3.0,2005.0,4.0,1
73.0,2.0,2.0,60.0,5.0,2020.0,4.0,1
73.0,1.0,2.0,2.0,3.0,1996.0,4.0,1
73.0,0.0,5.0,107.0,6.0,1958.0,4.0,1
73.0,3.0,2.0,4.0,5.0,1989.0,4.0,1
73.0,0.0,2.0,16.0,5.0,1973.0,4.0,1
23.0,0.0,3.0,81.0,2.0,1964.0,4.0,1
23.0,0.0,-1.0,4.0,-1.0,2004.0,4.0,1
23.0,0.0,-1.0,-1.0,-1.0,1970.0,4.0,1
22.0,0.0,3.0,90.0,2.0,1971.0,4.0,1
73.0,1.0,2.0,18.0,3.0,1924.0,4.0,1
34.0,0.0,1.0,11.0,6.0,1858.0,4.0,1
66.0,0.0,0.0,35.0,0.0,1911.0,4.0,1
61.0,0.0,-1.0,-1.0,-1.0,2008.0,4.0,1
23.0,0.0,2.0,93.0,5.0,1872.0,4.0,1
73.0,16.0,-1.0,36.0,-1.0,1939.2,4.0,1
23.0,0.0,-1.0,50.0,-1.0,1991.6,4.0,1
23.0,0.0,4.0,93.0,1.0,2001.0,4.0,1
23.0,0.0,3.0,60.0,2.0,2010.0,4.0,1
73.0,0.0,1.0,0.0,1.0,1996.0,4.0,1
73.0,2.0,2.0,13.0,3.0,1993.0,4.0,1
23.0,0.0,5.0,51.0,6.0,2009.0,1.0,1
73.0,0.0,3.0,18.0,2.0,1982.0,1.0,1
23.0,0.0,-1.0,3.0,-1.0,1954.0,1.0,1
73.0,0.0,2.0,24.0,5.0,2001.0,1.0,1
22.0,0.0,5.0,17.0,3.0,1995.0,1.0,1
73.0,1.0,0.0,49.0,0.0,1996.0,1.0,1
66.0,-1.0,-1.0,-1.0,-1.0,1982.0,1.0,1
29.0,-1.0,-1.0,-1.0,-1.0,1991.2,1.0,1
65.0,0.0,5.0,101.0,3.0,1987.0,1.0,1
73.0,4.0,4.0,38.0,1.0,1836.0,1.0,1
3.0,0.0,2.0,61.0,3.0,1999.0,1.0,1
64.0,0.0,4.0,17.0,1.0,1991.0,1.0,1
52.0,0.0,3.0,61.0,5.0,1997.0,1.0,1
22.0,0.0,2.0,90.0,5.0,1923.0,1.0,1
65.0,0.0,3.0,49.0,2.0,1994.0,1.0,1
32.0,0.0,-1.0,74.0,-1.0,1986.0,1.0,1
34.0,-1.0,-1.0,-1.0,-1.0,1973.2,1.0,1
22.0,-1.0,-1.0,-1.0,-1.0,1973.6,1.0,1
3.0,0.0,0.0,49.0,0.0,2015.0,1.0,1
56.0,0.0,4.0,60.0,1.0,1851.0,1.0,1
66.0,-1.0,-1.0,-1.0,-1.0,1982.0,1.0,1
23.0,0.0,-1.0,11.0,-1.0,1984.0,1.0,1
7.0,0.0,-1.0,34.0,-1.0,1973.4,1.0,1
73.0,1.0,3.0,1.0,2.0,2010.0,1.0,1
10.0,0.0,-1.0,0.0,-1.0,2010.0,1.0,1
73.0,0.0,-1.0,54.0,-1.0,1983.6,1.0,1
72.0,0.0,2.0,11.0,5.0,1972.0,1.0,1
22.0,0.0,-1.0,96.0,-1.0,1973.0,1.0,1
10.0,1.0,-1.0,95.0,-1.0,1985.0,1.0,1
73.0,1.0,0.0,-1.0,0.0,1995.0,1.0,1
73.0,0.0,0.0,18.0,0.0,1958.0,1.0,1
10.0,2.0,1.0,69.0,6.0,2014.0,1.0,1
4.0,0.0,-1.0,16.0,-1.0,2001.0,1.0,1
72.0,0.0,2.0,18.0,5.0,2000.0,1.0,1
73.0,2.0,2.0,27.0,5.0,1916.0,1.0,1
73.0,3.0,3.0,101.0,2.0,2017.0,1.0,1
72.0,0.0,2.0,0.0,3.0,1995.0,1.0,1
73.0,0.0,-1.0,107.0,-1.0,1974.0,1.0,1
73.0,3.0,2.0,90.0,5.0,1995.0,1.0,1
10.0,0.0,-1.0,-1.0,-1.0,1977.4,1.0,1
56.0,-1.0,-1.0,-1.0,-1.0,2009.6,1.0,1
49.0,0.0,2.0,63.0,5.0,1872.0,1.0,1
72.0,0.0,2.0,60.0,3.0,1934.0,1.0,1
73.0,0.0,3.0,104.0,2.0,1989.0,1.0,1
39.0,0.0,-1.0,-1.0,-1.0,1966.0,1.0,1
73.0,1.0,3.0,90.0,2.0,2000.0,1.0,1
73.0,6.0,0.0,38.0,-1.0,1852.0,1.0,1
23.0,0.0,2.0,18.0,3.0,1993.0,1.0,1
66.0,0.0,3.0,105.0,0.0,2006.0,1.0,1
73.0,2.0,4.0,17.0,6.0,2013.0,1.0,1
34.0,0.0,2.0,37.0,5.0,1996.0,1.0,1
73.0,1.0,2.0,18.0,5.0,1994.0,1.0,1
22.0,0.0,2.0,108.0,2.0,1900.0,1.0,1
17.0,0.0,-1.0,104.0,-1.0,1974.8,1.0,1
72.0,0.0,-1.0,96.0,-1.0,1954.0,1.0,1
22.0,0.0,3.0,60.0,2.0,1968.0,1.0,1
22.0,16.0,5.0,0.0,6.0,1900.0,1.0,1
73.0,1.0,3.0,41.0,2.0,1966.0,1.0,1
65.0,0.0,2.0,63.0,5.0,1983.6,1.0,1
65.0,0.0,2.0,63.0,5.0,1994.0,1.0,1
74.0,0.0,4.0,34.0,1.0,1929.0,1.0,1
23.0,0.0,-1.0,43.0,-1.0,1945.8,1.0,1
61.0,0.0,1.0,17.0,6.0,1997.0,1.0,1
2.0,0.0,-1.0,101.0,-1.0,2006.0,1.0,1
73.0,2.0,5.0,17.0,6.0,1997.0,1.0,1
17.0,0.0,-1.0,-1.0,-1.0,1973.0,1.0,1
65.0,0.0,-1.0,43.0,-1.0,1983.2,1.0,1
24.0,0.0,2.0,35.0,5.0,1952.0,1.0,1
57.0,0.0,2.0,50.0,5.0,1994.0,1.0,1
73.0,1.0,1.0,104.0,6.0,1903.0,1.0,1
2.0,0.0,4.0,96.0,1.0,1980.0,1.0,1
10.0,3.0,2.0,41.0,3.0,1987.0,1.0,1
73.0,1.0,5.0,74.0,2.0,2006.0,1.0,1
49.0,0.0,2.0,104.0,3.0,1963.0,1.0,1
17.0,0.0,1.0,74.0,6.0,1955.0,1.0,1
4.0,0.0,-1.0,-1.0,-1.0,1946.0,1.0,1
68.0,0.0,-1.0,90.0,-1.0,2009.0,1.0,1
22.0,8.0,4.0,17.0,1.0,1996.0,1.0,1
67.0,0.0,1.0,62.0,3.0,1986.0,1.0,1
75.0,0.0,4.0,11.0,1.0,2004.0,1.0,1
73.0,0.0,2.0,41.0,3.0,1971.0,2.0,1
23.0,0.0,6.0,48.0,3.0,1988.0,2.0,1
73.0,1.0,5.0,42.0,6.0,1999.0,2.0,1
73.0,0.0,4.0,65.0,1.0,1996.6,2.0,1
73.0,0.0,2.0,38.0,5.0,1950.0,2.0,1
73.0,0.0,2.0,5.0,5.0,1986.0,2.0,1
73.0,0.0,3.0,33.0,2.0,2004.0,2.0,1
73.0,2.0,2.0,16.0,2.0,1967.0,2.0,1
73.0,0.0,0.0,4.0,4.0,1979.0,2.0,1
73.0,0.0,6.0,-1.0,3.0,1973.4,2.0,1
73.0,6.0,0.0,17.0,1.0,1973.0,2.0,1
73.0,14.0,3.0,18.0,2.0,1967.0,2.0,1
73.0,0.0,2.0,103.0,3.0,1982.0,2.0,1
73.0,0.0,2.0,28.0,5.0,1988.0,2.0,1
73.0,1.0,2.0,18.0,5.0,1953.0,2.0,1
73.0,0.0,2.0,36.0,3.0,1983.0,2.0,1
73.0,2.0,5.0,62.0,6.0,1923.0,2.0,1
73.0,2.0,2.0,41.0,3.0,1929.0,2.0,1
72.0,0.0,2.0,41.0,5.0,1951.0,2.0,1
73.0,1.0,2.0,12.0,6.0,1926.0,2.0,1
73.0,0.0,2.0,-1.0,-1.0,1994.0,2.0,1
73.0,1.0,3.0,56.0,2.0,1992.0,2.0,1
22.0,0.0,3.0,-1.0,2.0,2001.0,2.0,1
73.0,2.0,2.0,18.0,5.0,1948.0,2.0,1
73.0,0.0,1.0,104.0,6.0,1953.0,2.0,1
10.0,0.0,3.0,42.0,2.0,1989.0,2.0,1
73.0,1.0,2.0,75.0,5.0,1989.0,2.0,1
23.0,0.0,3.0,95.0,2.0,1972.4,2.0,1
72.0,0.0,2.0,18.0,5.0,1980.0,2.0,1
23.0,0.0,3.0,-1.0,2.0,1979.2,2.0,1
73.0,1.0,5.0,35.0,3.0,1958.0,2.0,1
73.0,1.0,2.0,12.0,1.0,1983.0,2.0,1
22.0,0.0,3.0,60.0,5.0,1956.0,2.0,1
74.0,0.0,6.0,96.0,4.0,1992.0,2.0,1
64.0,0.0,1.0,62.0,6.0,1963.0,2.0,1
73.0,0.0,2.0,18.0,5.0,1994.0,2.0,1
8.0,0.0,2.0,18.0,5.0,1992.0,2.0,1
73.0,2.0,2.0,82.0,5.0,2000.0,2.0,1
73.0,2.0,2.0,35.0,3.0,1954.0,2.0,1
73.0,0.0,2.0,42.0,5.0,2015.0,2.0,1
73.0,0.0,2.0,3.0,5.0,1996.0,2.0,1
73.0,4.0,2.0,17.0,5.0,2003.0,2.0,1
46.0,0.0,6.0,34.0,7.0,1954.0,2.0,1
10.0,1.0,1.0,13.0,3.0,1983.0,2.0,1
73.0,0.0,3.0,66.0,2.0,1987.0,2.0,1
73.0,0.0,0.0,55.0,0.0,2014.0,2.0,1
10.0,0.0,4.0,75.0,1.0,1945.0,2.0,1
57.0,0.0,3.0,4.0,0.0,1994.6,2.0,1
23.0,0.0,1.0,82.0,6.0,1897.0,2.0,1
73.0,1.0,3.0,56.0,2.0,1998.0,2.0,1
73.0,6.0,5.0,60.0,3.0,2000.0,2.0,1
73.0,0.0,2.0,73.0,2.0,1969.0,2.0,1
3.0,0.0,3.0,33.0,2.0,1996.0,2.0,1
8.0,0.0,1.0,96.0,6.0,1985.0,2.0,1
23.0,0.0,4.0,107.0,3.0,1959.0,2.0,1
8.0,0.0,2.0,17.0,5.0,1990.0,2.0,1
8.0,0.0,4.0,105.0,1.0,2005.0,2.0,1
73.0,0.0,2.0,90.0,3.0,1985.0,2.0,1
73.0,3.0,0.0,101.0,5.0,1989.0,2.0,1
73.0,0.0,2.0,106.0,5.0,1985.0,2.0,1
73.0,0.0,4.0,18.0,1.0,2003.0,2.0,1
73.0,1.0,2.0,19.0,5.0,1959.0,2.0,1
73.0,2.0,2.0,18.0,3.0,1926.0,2.0,1
73.0,3.0,2.0,16.0,5.0,1978.0,2.0,1
10.0,1.0,2.0,69.0,-1.0,1994.0,2.0,1
73.0,0.0,3.0,56.0,2.0,1983.0,2.0,1
73.0,1.0,4.0,50.0,6.0,1963.8,2.0,1
10.0,0.0,3.0,16.0,2.0,1991.0,2.0,1
73.0,0.0,2.0,9.0,3.0,1975.0,2.0,1
73.0,1.0,1.0,107.0,1.0,1888.0,2.0,1
21.0,0.0,5.0,93.0,3.0,2012.0,2.0,1
73.0,0.0,4.0,19.0,1.0,1971.0,2.0,1
10.0,0.0,5.0,69.0,3.0,1970.0,2.0,1
73.0,3.0,2.0,48.0,3.0,2000.0,2.0,1
73.0,0.0,1.0,11.0,6.0,2014.0,2.0,1
34.0,0.0,2.0,35.0,3.0,1925.0,2.0,1
73.0,0.0,3.0,-1.0,2.0,2012.0,2.0,1
73.0,2.0,2.0,67.0,5.0,1998.8,2.0,1
73.0,1.0,2.0,35.0,3.0,1985.0,2.0,1
73.0,0.0,0.0,42.0,0.0,2013.0,2.0,1
73.0,5.0,3.0,3.0,2.0,2001.0,2.0,1
73.0,4.0,3.0,42.0,5.0,1968.0,2.0,1
73.0,0.0,3.0,3.0,2.0,2007.0,2.0,1
73.0,0.0,3.0,73.0,2.0,1946.0,2.0,1
73.0,3.0,0.0,17.0,0.0,1988.0,2.0,1
73.0,2.0,2.0,4.0,5.0,1964.0,2.0,1
73.0,2.0,4.0,41.0,1.0,1893.0,2.0,1
73.0,7.0,4.0,27.0,1.0,1992.0,2.0,1
73.0,5.0,2.0,96.0,5.0,2010.0,2.0,1
23.0,0.0,0.0,60.0,0.0,1970.8,2.0,1
73.0,2.0,3.0,82.0,2.0,1929.0,2.0,1
73.0,0.0,1.0,77.0,6.0,1951.0,2.0,1
72.0,0.0,2.0,64.0,5.0,2007.0,2.0,1
72.0,0.0,5.0,0.0,3.0,1890.0,2.0,1
73.0,1.0,3.0,34.0,2.0,2010.0,2.0,1
23.0,0.0,3.0,11.0,5.0,1983.0,2.0,1
23.0,0.0,0.0,50.0,0.0,2003.0,2.0,1
23.0,0.0,6.0,94.0,7.0,1995.0,2.0,1
23.0,0.0,3.0,55.0,-1.0,2000.0,2.0,1
73.0,0.0,2.0,60.0,5.0,1933.0,2.0,1
73.0,0.0,2.0,61.0,5.0,2001.0,2.0,1
73.0,0.0,2.0,62.0,5.0,1876.0,2.0,1
73.0,3.0,3.0,18.0,5.0,1949.0,2.0,1
43.0,0.0,3.0,11.0,2.0,1959.8,2.0,1
73.0,2.0,2.0,18.0,5.0,2004.0,2.0,1
73.0,0.0,0.0,102.0,0.0,1899.0,2.0,1
72.0,0.0,2.0,4.0,5.0,2002.0,2.0,1
73.0,1.0,4.0,106.0,1.0,2009.0,2.0,1
10.0,2.0,1.0,16.0,6.0,1980.0,2.0,1
73.0,8.0,3.0,27.0,4.0,1867.0,2.0,1
73.0,0.0,2.0,60.0,3.0,1955.0,2.0,1
73.0,26.0,4.0,60.0,4.0,1984.0,2.0,1
34.0,0.0,-1.0,38.0,-1.0,1986.4,2.0,1
73.0,2.0,4.0,38.0,1.0,1840.0,2.0,1
10.0,1.0,2.0,29.0,3.0,1972.2,2.0,1
73.0,1.0,2.0,13.0,5.0,2005.0,2.0,1
73.0,0.0,5.0,35.0,3.0,1989.0,2.0,1
72.0,0.0,2.0,4.0,5.0,1999.0,2.0,1
73.0,5.0,2.0,107.0,3.0,1960.0,2.0,1
49.0,0.0,3.0,60.0,5.0,1947.0,2.0,1
73.0,0.0,1.0,34.0,6.0,2015.0,2.0,1
3.0,0.0,4.0,41.0,1.0,1989.0,2.0,1
69.0,0.0,2.0,50.0,5.0,1938.0,2.0,1
10.0,0.0,2.0,1.0,5.0,1932.0,2.0,1
73.0,0.0,5.0,50.0,3.0,1984.0,2.0,1
73.0,8.0,6.0,17.0,7.0,1979.0,2.0,1
57.0,0.0,2.0,16.0,5.0,1990.0,2.0,1
73.0,0.0,4.0,-1.0,1.0,1970.2,2.0,1
73.0,0.0,1.0,40.0,6.0,1990.0,2.0,1
46.0,0.0,2.0,29.0,3.0,1956.0,2.0,1
73.0,2.0,2.0,33.0,5.0,2006.0,2.0,1
73.0,0.0,1.0,95.0,6.0,1856.0,2.0,1
7.0,0.0,0.0,62.0,5.0,1984.0,2.0,1
34.0,0.0,3.0,84.0,2.0,1995.0,2.0,1
73.0,1.0,2.0,104.0,5.0,1986.0,2.0,1
73.0,1.0,0.0,82.0,0.0,2009.0,2.0,1
73.0,3.0,2.0,50.0,5.0,1987.0,2.0,1
73.0,0.0,0.0,56.0,0.0,1981.8,2.0,1
73.0,0.0,-1.0,55.0,2.0,1986.0,2.0,1
73.0,0.0,3.0,72.0,2.0,1979.0,2.0,1
10.0,0.0,2.0,98.0,5.0,2001.0,2.0,1
73.0,0.0,2.0,56.0,5.0,1996.0,2.0,1
73.0,2.0,3.0,50.0,2.0,1938.0,2.0,1
73.0,4.0,4.0,107.0,3.0,1996.0,2.0,1
23.0,0.0,3.0,69.0,0.0,1936.6,2.0,1
72.0,0.0,2.0,4.0,3.0,1966.0,2.0,1
10.0,1.0,3.0,96.0,2.0,1945.0,2.0,1
73.0,0.0,2.0,16.0,5.0,1966.0,2.0,1
73.0,1.0,3.0,74.0,2.0,2014.0,2.0,1
73.0,2.0,2.0,49.0,5.0,1996.0,2.0,1
73.0,6.0,4.0,64.0,1.0,1982.0,2.0,1
73.0,1.0,3.0,42.0,2.0,2011.0,2.0,1
10.0,0.0,3.0,49.0,2.0,1998.0,2.0,1
73.0,0.0,3.0,48.0,2.0,1984.0,2.0,1
73.0,0.0,2.0,35.0,5.0,1980.0,2.0,1
62.0,0.0,5.0,17.0,3.0,1990.0,3.0,1
45.0,0.0,2.0,41.0,5.0,1993.0,3.0,1
72.0,0.0,-1.0,27.0,-1.0,1996.4,3.0,1
73.0,0.0,-1.0,83.0,-1.0,1980.0,3.0,1
24.0,0.0,-1.0,-1.0,-1.0,1973.0,3.0,1
73.0,0.0,5.0,41.0,6.0,1967.0,3.0,1
73.0,6.0,6.0,16.0,7.0,2010.0,3.0,1
73.0,0.0,4.0,41.0,1.0,1867.0,3.0,1
73.0,1.0,3.0,18.0,2.0,1944.8,3.0,1
71.0,0.0,6.0,104.0,7.0,1998.8,3.0,1
73.0,1.0,4.0,82.0,1.0,1959.4,3.0,1
29.0,0.0,-1.0,-1.0,-1.0,1989.4,3.0,1
23.0,0.0,1.0,41.0,6.0,1970.0,3.0,1
64.0,0.0,-1.0,74.0,-1.0,1967.0,3.0,1
72.0,0.0,6.0,60.0,7.0,2012.0,3.0,1
73.0,0.0,5.0,41.0,1.0,1959.0,3.0,1
72.0,0.0,2.0,27.0,5.0,1905.0,3.0,1
34.0,0.0,2.0,56.0,5.0,1882.0,3.0,1
10.0,2.0,1.0,41.0,6.0,1961.0,3.0,1
10.0,1.0,5.0,93.0,3.0,1989.0,3.0,1
7.0,0.0,-1.0,82.0,-1.0,1973.0,3.0,1
72.0,0.0,1.0,41.0,6.0,1931.0,3.0,1
20.0,0.0,-1.0,50.0,-1.0,1973.0,3.0,1
4.0,0.0,-1.0,96.0,-1.0,1984.4,3.0,1
73.0,2.0,5.0,41.0,6.0,1965.0,3.0,1
23.0,0.0,-1.0,42.0,-1.0,1946.4,3.0,1
73.0,0.0,5.0,41.0,1.0,1853.0,3.0,1
72.0,0.0,-1.0,-1.0,-1.0,1972.0,3.0,1
73.0,3.0,1.0,41.0,1.0,1965.0,3.0,1
3.0,0.0,5.0,87.0,3.0,1984.4,3.0,1
55.0,0.0,-1.0,96.0,-1.0,1981.0,3.0,1
72.0,0.0,4.0,27.0,1.0,1919.0,3.0,1
73.0,0.0,4.0,43.0,1.0,1957.0,3.0,1
72.0,0.0,2.0,27.0,5.0,1993.0,3.0,1
23.0,0.0,-1.0,-1.0,-1.0,2003.0,3.0,1
72.0,0.0,-1.0,60.0,-1.0,1992.0,3.0,1
13.0,0.0,1.0,102.0,6.0,1959.0,3.0,1
73.0,1.0,1.0,41.0,1.0,1915.0,3.0,1
22.0,0.0,1.0,41.0,1.0,1946.4,3.0,1
66.0,0.0,3.0,107.0,2.0,1993.0,3.0,1
64.0,0.0,4.0,4.0,1.0,1990.0,3.0,1
66.0,0.0,2.0,18.0,3.0,1863.0,3.0,1
8.0,0.0,5.0,4.0,1.0,1983.0,3.0,1
66.0,0.0,-1.0,96.0,-1.0,1973.0,3.0,1
73.0,2.0,5.0,41.0,6.0,1966.0,3.0,1
4.0,0.0,1.0,94.0,6.0,2007.0,3.0,1
72.0,0.0,-1.0,27.0,-1.0,1996.4,3.0,1
23.0,0.0,1.0,38.0,6.0,1969.0,3.0,1
73.0,2.0,5.0,41.0,3.0,1920.0,3.0,1
73.0,2.0,4.0,62.0,1.0,1963.0,3.0,1
41.0,0.0,-1.0,6.0,-1.0,1976.0,3.0,1
64.0,0.0,3.0,42.0,2.0,1984.2,3.0,1
72.0,0.0,2.0,27.0,5.0,1954.8,3.0,1
73.0,4.0,5.0,12.0,1.0,1985.4,3.0,1
25.0,0.0,2.0,38.0,5.0,1943.6,3.0,1
22.0,0.0,2.0,42.0,3.0,1947.0,3.0,1
73.0,0.0,2.0,27.0,5.0,1900.0,3.0,1
72.0,0.0,2.0,82.0,5.0,2010.0,3.0,1
3.0,0.0,2.0,82.0,3.0,1940.0,3.0,1
24.0,0.0,-1.0,69.0,-1.0,1925.0,3.0,1
73.0,1.0,3.0,104.0,2.0,2016.0,3.0,1
8.0,0.0,-1.0,101.0,-1.0,1935.0,3.0,1
10.0,0.0,-1.0,82.0,-1.0,1961.4,3.0,1
72.0,0.0,2.0,82.0,5.0,2012.0,3.0,1
73.0,3.0,1.0,41.0,6.0,1936.0,3.0,1
72.0,0.0,4.0,41.0,1.0,1927.2,3.0,1
73.0,0.0,2.0,82.0,5.0,1955.0,3.0,1
73.0,1.0,3.0,27.0,-1.0,1975.0,3.0,1
72.0,0.0,-1.0,27.0,-1.0,1996.4,3.0,1
72.0,0.0,2.0,27.0,5.0,1954.8,3.0,1
73.0,1.0,3.0,42.0,2.0,1964.4,3.0,1
73.0,1.0,3.0,42.0,2.0,2000.0,3.0,1
10.0,16.0,-1.0,107.0,-1.0,1987.0,3.0,1
64.0,0.0,6.0,94.0,7.0,1939.0,3.0,1
22.0,0.0,2.0,38.0,3.0,1787.0,3.0,1
64.0,0.0,3.0,-1.0,2.0,1978.0,3.0,1
73.0,1.0,2.0,82.0,5.0,2010.0,3.0,1
64.0,0.0,-1.0,104.0,-1.0,1910.0,3.0,1
30.0,0.0,-1.0,49.0,-1.0,2002.8,3.0,1
4.0,0.0,1.0,67.0,6.0,2004.0,3.0,1
31.0,0.0,6.0,4.0,7.0,2001.0,3.0,1
34.0,0.0,-1.0,42.0,-1.0,1992.6,3.0,1
73.0,5.0,4.0,41.0,1.0,1960.0,3.0,1
22.0,4.0,5.0,78.0,3.0,1973.0,3.0,1
34.0,0.0,6.0,38.0,4.0,1972.8,3.0,1
72.0,0.0,5.0,100.0,3.0,1992.0,3.0,1
72.0,0.0,2.0,27.0,5.0,1988.0,3.0,1
73.0,1.0,0.0,80.0,0.0,1991.0,3.0,1
8.0,0.0,-1.0,41.0,-1.0,2000.0,3.0,1
72.0,0.0,-1.0,41.0,-1.0,1997.4,3.0,1
73.0,4.0,3.0,42.0,5.0,1997.0,3.0,1
13.0,0.0,-1.0,50.0,-1.0,1991.0,3.0,1
64.0,0.0,2.0,64.0,3.0,1983.6,3.0,1
30.0,0.0,-1.0,-1.0,-1.0,1988.0,3.0,1
73.0,0.0,3.0,88.0,5.0,1961.0,3.0,1
24.0,0.0,-1.0,75.0,-1.0,1828.0,3.0,1
23.0,0.0,-1.0,71.0,-1.0,1932.4,3.0,1
8.0,0.0,-1.0,96.0,-1.0,1971.0,3.0,1
68.0,0.0,-1.0,8.0,-1.0,1952.0,3.0,1
73.0,1.0,1.0,107.0,6.0,1963.0,3.0,1
8.0,0.0,-1.0,0.0,-1.0,1977.4,3.0,1
34.0,0.0,-1.0,-1.0,-1.0,1974.0,3.0,1
22.0,0.0,4.0,38.0,1.0,2016.0,3.0,1
3.0,0.0,2.0,33.0,3.0,1998.0,3.0,1
64.0,0.0,2.0,18.0,3.0,2000.0,3.0,1
13.0,0.0,2.0,-1.0,-1.0,1981.8,3.0,1
72.0,0.0,2.0,82.0,3.0,2002.0,3.0,1
30.0,0.0,-1.0,33.0,-1.0,1990.0,3.0,1
73.0,0.0,3.0,82.0,3.0,1957.0,3.0,1
73.0,0.0,2.0,28.0,3.0,1966.0,3.0,1
8.0,0.0,-1.0,41.0,-1.0,1992.8,3.0,1
2.0,0.0,3.0,50.0,2.0,1998.8,3.0,1
73.0,0.0,0.0,73.0,-1.0,1991.6,3.0,1
65.0,0.0,2.0,43.0,5.0,1983.0,3.0,1
72.0,0.0,-1.0,61.0,-1.0,2000.0,3.0,1
72.0,0.0,-1.0,82.0,-1.0,1993.0,3.0,1
4.0,0.0,4.0,28.0,1.0,1989.0,3.0,1
73.0,4.0,2.0,41.0,3.0,1927.0,3.0,1
73.0,0.0,2.0,42.0,5.0,1900.0,3.0,1
73.0,1.0,5.0,41.0,6.0,1890.0,3.0,1
72.0,0.0,1.0,43.0,6.0,1850.0,3.0,1
8.0,0.0,-1.0,79.0,-1.0,1939.0,3.0,1
13.0,0.0,6.0,41.0,7.0,1623.0,3.0,1
72.0,0.0,-1.0,95.0,-1.0,2011.0,3.0,1
73.0,1.0,3.0,27.0,2.0,1976.2,3.0,1
73.0,0.0,-1.0,82.0,-1.0,1996.8,3.0,1
23.0,0.0,-1.0,-1.0,-1.0,1966.0,3.0,1
23.0,0.0,-1.0,-1.0,-1.0,1926.0,3.0,1
23.0,0.0,2.0,9.0,3.0,1963.0,3.0,1
73.0,13.0,1.0,42.0,6.0,1971.0,3.0,1
49.0,0.0,6.0,27.0,4.0,2000.0,3.0,1
73.0,1.0,5.0,42.0,3.0,1902.0,3.0,1
73.0,0.0,6.0,-1.0,1.0,1967.0,3.0,1
34.0,0.0,-1.0,-1.0,-1.0,1966.0,3.0,1
73.0,1.0,3.0,73.0,0.0,1985.0,3.0,1
73.0,1.0,2.0,11.0,3.0,1978.0,3.0,1
72.0,0.0,-1.0,41.0,-1.0,1997.4,3.0,1
73.0,0.0,2.0,4.0,3.0,1961.0,3.0,1
10.0,1.0,-1.0,107.0,-1.0,2016.0,3.0,1
73.0,1.0,0.0,82.0,0.0,1996.8,3.0,1
73.0,0.0,4.0,69.0,1.0,1999.0,3.0,1
66.0,0.0,-1.0,38.0,-1.0,1946.2,3.0,1
50.0,0.0,6.0,42.0,4.0,2001.0,3.0,1
73.0,3.0,2.0,31.0,3.0,2000.0,3.0,1
60.0,0.0,2.0,101.0,3.0,1999.0,3.0,1
64.0,0.0,-1.0,35.0,-1.0,1946.0,3.0,1
73.0,1.0,-1.0,50.0,-1.0,2002.0,3.0,1
73.0,0.0,-1.0,82.0,-1.0,1996.8,3.0,1
18.0,0.0,-1.0,-1.0,55.0,1969.0,-1.0,0
22.0,0.0,-1.0,-1.0,31.0,1991.0,-1.0,0
22.0,0.0,-1.0,-1.0,95.0,1857.0,-1.0,0
17.0,3.0,-1.0,-1.0,63.0,2003.0,-1.0,0
60.0,0.0,-1.0,-1.0,45.0,2001.0,-1.0,0
33.0,0.0,-1.0,-1.0,-1.0,2017.0,-1.0,0
60.0,0.0,-1.0,-1.0,18.0,1984.0,-1.0,0
7.0,2.0,-1.0,-1.0,18.0,1997.0,-1.0,0
