_id,branches_count,company_name,company_status,content,country,date_added,deadline,description,display_name,employees_count,employees_range,industry,ispublished,last_seen,latitude,link,longitude,revenue,revenue_range,source,technologies_used,views,year_founded
646031be4083ee47cba0e2ce,2,A10,active,"A10 Networks, Inc. is a provider of software and hardware solutions. The Company's solutions enable its customers to secure and optimize the performance of their data center and cloud applications, and secure their users, applications and infrastructure from Internet, Web and network threats at scale. The Company offers a portfolio of hardware, software and cloud offerings. Its customers include cloud providers, Web-scale companies, service providers, government organizations and enterprises. The Company's portfolio consists of six application delivery and security products, including Application Delivery Controllers (ADC), Lightning Application Delivery Service (Lightning ADS), Carrier Grade Network Address Translation (CGN), Threat Protection System (TPS), SSL Insight (SSLi) and Convergent Firewall (CFW). The Company's products are available in a range of form factors, such as optimized hardware appliances, bare metal software, virtual appliances and cloud-native software.",United States,2023-02-09T00:00:00.000Z,2023-02-14T00:00:00.000Z,"A10 Networks, Inc. is a provider of software and hardware solutions. The Company's solutions enable its customers to secure and optimize the performance of their data center and cloud applications, and secure their users, applications and infrastructure from Internet, Web and network threats at scale. The Company offers a portfolio of hardware, software and cloud offerings. Its customers include cloud providers, Web-scale companies, service providers, government organizations and enterprises. The Company's portfolio consists of six application delivery and security products, including Application Delivery Controllers (ADC), Lightning Application Delivery Service (Lightning ADS), Carrier Grade Network Address Translation (CGN), Threat Protection System (TPS), SSL Insight (SSLi) and Convergent Firewall (CFW). The Company's products are available in a range of form factors, such as optimized hardware appliances, bare metal software, virtual appliances and cloud-native software.",A10 Networks Inc,810,"500 - 1,000",Computer Software,true,2023-05-14T09:49:05.069Z,37.40498,www.a10networks.com,-121.88697,212630000,200M - 1B,Play News,"[""Amazon Cloudfront"",""BugHerd"",""Google Analytics"",""Google Tag Manager"",""NewRelic"",""ShareThis"",""WordPress""]",18242,2013
646031c44083ee47cba0e2cf,0,MicrogameSpA,active,"Microgame S.p.A. provides gaming solutions for fixed odds betting, horse race betting, skill games and poker, instant lotteries, bingo and National totalisator games. In Italy, Microgame is the leading Service Provider for remote gaming market.

Utilizing innovative technologies  Microgame develops high quality products and services focalizing on the needs of both the clients and the game users.

The company operates on a national and international level having the necessary licenses and authorizations in order to operate according to the regulations in force in the respective markets.",Italy,2023-02-09T00:00:00.000Z,2023-02-15T00:00:00.000Z,"Microgame S.p.A. provides gaming solutions for fixed odds betting, horse race betting, skill games and poker, instant lotteries, bingo and National totalisator games. In Italy, Microgame is the leading Service Provider for remote gaming market.

Utilizing innovative technologies  Microgame develops high quality products and services focalizing on the needs of both the clients and the game users.

The company operates on a national and international level having the necessary licenses and authorizations in order to operate according to the regulations in force in the respective markets.",Microgame S.p.A.,null,50 - 200,Gambling & Casinos,true,2023-05-14T09:49:10.861Z,null,www.microgame.it,null,null,10M - 50M,Play News,"[""Akamai"",""CloudFlare"",""MaxCDN""]",18085,1996
646031ca4083ee47cba0e2d0,1,ACS,active,"ACS specializes in engineering, integrating & building complex R&D & production facilities, equipment, machines & controls for testing & process automation.",United States,2023-02-06T00:00:00.000Z,2023-02-14T00:00:00.000Z,"ACS specializes in engineering, integrating & building complex R&D & production facilities, equipment, machines & controls for testing & process automation.","ACS, Inc.",null,50 - 200,Construction,true,2023-05-14T09:49:16.639Z,43.07523,www.acscm.com,-89.44441,null,10M - 50M,Play News,"[""Google Analytics"",""Google DoubleClick"",""Google Tag Manager"",""WordPress""]",18726,1994
646031d04083ee47cba0e2d1,0,CaveBeblenheim,active,"Découvrez la Cave de Beblenheim, son histoire, ses valeurs, son identité et ses Vins et Crémants d'Alsace. 70 ans de passion et de solidarité !",France,2023-02-06T00:00:00.000Z,2023-02-12T00:00:00.000Z,"Découvrez la Cave de Beblenheim, son histoire, ses valeurs, son identité et ses Vins et Crémants d'Alsace. 70 ans de passion et de solidarité !",CAVE COOPERATIVE VINICOLE BEBLENHEIM ENV,null,10 - 50,Wine and Spirits,true,2023-05-14T09:49:22.480Z,null,www.cave-beblenheim.com,null,30000000,10M - 50M,Play News,"[""WooCommerce"",""WordPress""]",18527,1900
646031d34083ee47cba0e2d2,0,Helicar,active,"Jsme významnou a dynamickou společností na evropském
trhu přepravy vozidel, skladování a logistiky, jsme klíčovou
součástí logistické skupiny L7 Group.",Czech Republic,2023-01-28T00:00:00.000Z,2023-02-02T00:00:00.000Z,"Jsme významnou a dynamickou společností na evropském
trhu přepravy vozidel, skladování a logistiky, jsme klíčovou
součástí logistické skupiny L7 Group.",HELICAR,null,null,Transportation/Trucking/Railroad,true,2023-05-14T09:49:28.260Z,null,www.helicar.cz,null,null,null,Play News,"[""CloudFlare""]",20956,null
646031d94083ee47cba0e2d3,0,ArnoldClark,active,Find your perfect new or used car. We guarantee the best used car deals. Reserve online for £99.,United Kingdom,2023-01-11T00:00:00.000Z,2023-01-17T00:00:00.000Z,Find your perfect new or used car. We guarantee the best used car deals. Reserve online for £99.,Arnold Clark Automobiles Limited,null,null,Retail,true,2023-05-14T09:49:34.009Z,null,www.arnoldclark.com,null,null,null,Play News,"[""Amazon AWS S3"",""Amazon Cloudfront"",""Crazy Egg"",""Google Tag Manager"",""LivePerson"",""NewRelic"",""Wistia""]",25372,1954
646031df4083ee47cba0e2d4,0,DAYTONPROGRESS,active,"Mit Dayton Progress konfigurieren und bestellen Sie mechanische Komponenten online: Ohne Zeichnung, mit kurzen Lieferzeiten und auch in kleinen Stückzahlen.",France,2023-01-11T00:00:00.000Z,2023-01-17T00:00:00.000Z,"Mit Dayton Progress konfigurieren und bestellen Sie mechanische Komponenten online: Ohne Zeichnung, mit kurzen Lieferzeiten und auch in kleinen Stückzahlen.",Dayton Progress S.A.S.,null,10 - 50,Machinery,true,2023-05-14T09:49:39.806Z,null,www.daytonprogress.de,null,null,1M - 10M,Play News,"[""Google Tag Manager""]",24574,1968
646031e44083ee47cba0e2d5,16,CDER,active,"Depuis sa création, CDER apporte des conseils innovants à nos chefs d’entreprise, les aider à voir plus loin, à se projeter. CDER est un véritable partenaire, créateur de valeur pour ses adhérents.",France,2023-01-01T00:00:00.000Z,2023-01-08T00:00:00.000Z,"Depuis sa création, CDER apporte des conseils innovants à nos chefs d’entreprise, les aider à voir plus loin, à se projeter. CDER est un véritable partenaire, créateur de valeur pour ses adhérents.",CDER,null,"500 - 1,000",Accounting,true,2023-05-14T09:49:45.586Z,null,www.cder.fr,null,75000000,50M - 100M,Play News,"[""AddThis"",""Google Tag Manager"",""WordPress""]",26654,1900
646031ea4083ee47cba0e2d6,1,SUNYPolytechnicInstitute,active,"SUNY Polytechnic Institute (SUNY Poly) is New York’s globally recognized, high-tech educational ecosystem, formed from the merger of the SUNY College of Nanoscale Science and Engineering and SUNY Institute of Technology. SUNY Poly offers undergraduate and graduate degrees in the emerging disciplines of nanoscience and nanoengineering, as well as cutting-edge nanobioscience and nanoeconomics programs at its Albany campus, and degrees in technology, professional studies, and the arts and sciences at its Utica/Rome campus. As the world’s most advanced, university-driven research enterprise, SUNY Poly boasts more than $20 billion in high-tech investments, over 300 corporate partners, and maintains a statewide footprint. The 1.3 million-square-foot Albany NanoTech megaplex is home to more than 3,100 scientists, researchers, engineers, students, faculty, and staff. The Utica/Rome campus offers a unique high-tech learning environment, providing academic programs in technology, including engineering, cybersecurity, computer science, and the engineering technologies; professional studies, including business, communication, and nursing; and offerings in the arts and sciences range from humanities to the social sciences. Thriving athletic, recreational, and cultural programs, events, and activities complement the campus experience. SUNY Poly operates the Smart Cities Technology Innovation Center (SCiTI) at Kiernan Plaza in Albany, the Solar Energy Development Center in Halfmoon, the Photovoltaic Manufacturing and Technology Development Facility in Rochester, and the Smart System Technology and Commercialization Center (STC) in Canandaigua. SUNY Poly founded and manages the Computer Chip Commercialization Center (Quad-C) on its Utica campus, and is lead developer of the Marcy Nanocenter site, as well as the Buffalo High-Tech Manufacturing Complex, Buffalo Information Technologies Innovation and Commercialization Hub, and Medical Innovation and Commercialization Hub.",United States,2023-01-01T00:00:00.000Z,2023-01-04T00:00:00.000Z,"SUNY Polytechnic Institute (SUNY Poly) is New York’s globally recognized, high-tech educational ecosystem, formed from the merger of the SUNY College of Nanoscale Science and Engineering and SUNY Institute of Technology. SUNY Poly offers undergraduate and graduate degrees in the emerging disciplines of nanoscience and nanoengineering, as well as cutting-edge nanobioscience and nanoeconomics programs at its Albany campus, and degrees in technology, professional studies, and the arts and sciences at its Utica/Rome campus. As the world’s most advanced, university-driven research enterprise, SUNY Poly boasts more than $20 billion in high-tech investments, over 300 corporate partners, and maintains a statewide footprint. The 1.3 million-square-foot Albany NanoTech megaplex is home to more than 3,100 scientists, researchers, engineers, students, faculty, and staff. The Utica/Rome campus offers a unique high-tech learning environment, providing academic programs in technology, including engineering, cybersecurity, computer science, and the engineering technologies; professional studies, including business, communication, and nursing; and offerings in the arts and sciences range from humanities to the social sciences. Thriving athletic, recreational, and cultural programs, events, and activities complement the campus experience. SUNY Poly operates the Smart Cities Technology Innovation Center (SCiTI) at Kiernan Plaza in Albany, the Solar Energy Development Center in Halfmoon, the Photovoltaic Manufacturing and Technology Development Facility in Rochester, and the Smart System Technology and Commercialization Center (STC) in Canandaigua. SUNY Poly founded and manages the Computer Chip Commercialization Center (Quad-C) on its Utica campus, and is lead developer of the Marcy Nanocenter site, as well as the Buffalo High-Tech Manufacturing Complex, Buffalo Information Technologies Innovation and Commercialization Hub, and Medical Innovation and Commercialization Hub.",SUNY Polytechnic Institute,null,10 - 50,Higher Education,true,2023-05-14T09:49:51.502Z,null,www.sunypoly.edu,null,null,1M - 10M,Play News,"[""Drupal"",""Google Analytics"",""MaxCDN""]",26133,1966
646031f04083ee47cba0e2d7,0,Furetank,active,"Furetank is a medium sized shipping company located on the island of Donsö, and has its roots in an archipelago tradition going back to the 18th century. Furetank is committed to the kind of shipping business where attention to quality and care for the environment, the cargo, the vessels and its personnel runs like a thread through every thing we do. 

Furetank is a full scale shipping company which can provide all services needed to meet the demands from existing and future customers. Among the services provided are technical, crewing, safety, vetting and chartering departments.

We are committed to offer our clients the best possible solution when it comes to all aspects - cost efficiency, quality, safety and environmental concern. The dedicated and professional staff works every day all year round to meet any customer´s transportation need.",Sweden,2023-01-01T00:00:00.000Z,2023-01-04T00:00:00.000Z,"Furetank is a medium sized shipping company located on the island of Donsö, and has its roots in an archipelago tradition going back to the 18th century. Furetank is committed to the kind of shipping business where attention to quality and care for the environment, the cargo, the vessels and its personnel runs like a thread through every thing we do. 

Furetank is a full scale shipping company which can provide all services needed to meet the demands from existing and future customers. Among the services provided are technical, crewing, safety, vetting and chartering departments.

We are committed to offer our clients the best possible solution when it comes to all aspects - cost efficiency, quality, safety and environmental concern. The dedicated and professional staff works every day all year round to meet any customer´s transportation need.",Furetank Rederi AB,77,50 - 200,Maritime,true,2023-05-14T09:49:57.280Z,null,www.furetank.se,null,null,10M - 50M,Play News,[],28088,null
646031f64083ee47cba0e2d8,0,SiriusShipping,active,Sirius Shipping operatares 12 modern oil/chemical tankers and 2 LNG bunker feeder vessels. REACH FURTHER WITH SIRIUS,Sweden,2023-01-01T00:00:00.000Z,2023-01-04T00:00:00.000Z,Sirius Shipping operatares 12 modern oil/chemical tankers and 2 LNG bunker feeder vessels. REACH FURTHER WITH SIRIUS,Sirius Shipping AB,64,50 - 200,Maritime,true,2023-05-14T09:50:03.051Z,null,www.siriusshipping.eu,null,null,10M - 50M,Play News,"[""Google Analytics"",""WordPress""]",27730,1994
646031fc4083ee47cba0e2d9,0,CerveceríaRegional,active,"Somos una empresa productora y comercializadora de cerveza y malta, que continuamente proporciona satisfacción a los consumidores, ofreciendo productos de alta calidad con una apropiada relación precio-valor, para contribuir al entretenimiento, diversión y esparcimiento.

Fuimos fundados el 14 de mayo de 1929 en Maracaibo, contamos con ochenta y cinco (85) años de operaciones en el país.

La calidad de nuestros productos, las estrategias innovadoras y el trabajo constante de quienes integran la familia Regional, aunado al apoyo del consumidor han sido factores claves para alcanzar el lugar que hoy ocupamos en las preferencias del consumidor en la categoría de bebidas.",Venezuela,2022-12-18T00:00:00.000Z,2022-12-26T00:00:00.000Z,"Somos una empresa productora y comercializadora de cerveza y malta, que continuamente proporciona satisfacción a los consumidores, ofreciendo productos de alta calidad con una apropiada relación precio-valor, para contribuir al entretenimiento, diversión y esparcimiento.

Fuimos fundados el 14 de mayo de 1929 en Maracaibo, contamos con ochenta y cinco (85) años de operaciones en el país.

La calidad de nuestros productos, las estrategias innovadoras y el trabajo constante de quienes integran la familia Regional, aunado al apoyo del consumidor han sido factores claves para alcanzar el lugar que hoy ocupamos en las preferencias del consumidor en la categoría de bebidas.",Cervecería Regional,null,"1,000 - 5,000",Food & Beverages,true,2023-05-14T09:50:08.860Z,null,www.cerveceriaregional.com,null,null,200M - 1B,Play News,"[""CloudFlare"",""Google Analytics"",""WordPress""]",28008,1929
646032014083ee47cba0e2da,0,H-Hotels,active,"Offizielle Website H-Hotels.com: Die Hyperion, H4, H2 & H+ Hotels in Deutschland, Österreich und der Schweiz erwarten Sie mit exklusiven Vorteilen und Bestpreis Garantie!",Germany,2022-12-18T00:00:00.000Z,2023-01-04T00:00:00.000Z,"Offizielle Website H-Hotels.com: Die Hyperion, H4, H2 & H+ Hotels in Deutschland, Österreich und der Schweiz erwarten Sie mit exklusiven Vorteilen und Bestpreis Garantie!",Ramada,null,null,Hospitality,true,2023-05-14T09:50:14.659Z,50.11029,www.h-hotels.com,8.59502,null,null,Play News,"[""CloudFlare"",""Google Tag Manager""]",28263,null
646032074083ee47cba0e2db,0,OPUSITServices,active,"OPUS IT Services Pte Ltd is a leading IT services and solutions company in Singapore. OPUS focuses on 3 core business service offerings namely, Enterprise IT Support Outsourcing & Resourcing, Customer Support Centre Outsourcing and Enterprise Integration Solutions.",Singapore,2022-12-18T00:00:00.000Z,2023-01-04T00:00:00.000Z,"OPUS IT Services Pte Ltd is a leading IT services and solutions company in Singapore. OPUS focuses on 3 core business service offerings namely, Enterprise IT Support Outsourcing & Resourcing, Customer Support Centre Outsourcing and Enterprise Integration Solutions.",OPUS IT Services Pte Ltd.,null,"500 - 1,000",Computer Software,true,2023-05-14T09:50:20.450Z,null,www.opusit.com.sg,null,null,100M - 200M,Play News,"[""CloudFlare"",""Google Tag Manager"",""MaxCDN""]",27838,1997
6460320d4083ee47cba0e2dc,0,Arsat,active,null,Argentina,2022-12-16T00:00:00.000Z,2022-12-23T00:00:00.000Z,null,Empresa Argentina de Soluciones Satelitales AR-SAT SA,null,null,Telecommunications,true,2023-05-14T09:50:26.209Z,null,www.arsat.com.ar,null,null,null,Play News,"[""Drupal"",""Google Analytics""]",27947,2006
646032134083ee47cba0e2dd,2,Stratacache,active,"From digital signage and IP video, to content distribution and enterprise video caching, STRATACACHE solutions are designed to promote business growth, drive innovation and increase productivity in any enterprise environment. Our solutions simplify organizational communication and significantly reduce network performance challenges. Whether you are searching for new, improved ways to connect with customers or a more efficient medium to communicate with employees, STRATACACHE has the solution for you.",United States,2022-12-16T00:00:00.000Z,2023-01-04T00:00:00.000Z,"From digital signage and IP video, to content distribution and enterprise video caching, STRATACACHE solutions are designed to promote business growth, drive innovation and increase productivity in any enterprise environment. Our solutions simplify organizational communication and significantly reduce network performance challenges. Whether you are searching for new, improved ways to connect with customers or a more efficient medium to communicate with employees, STRATACACHE has the solution for you.","Stratacache, Inc.",527,"500 - 1,000",Computer Software,true,2023-05-14T09:50:32.006Z,39.76618,www.stratacache.com,-84.1934,null,50M - 100M,Play News,"[""Google Analytics"",""Google Tag Manager""]",27271,1997
646032194083ee47cba0e2de,0,SkodaPraha,active,"ŠKODA PRAHA a.s., je generální dodavatel energetických celků na klíč. Poskytuje kvalitní, inovativní a cenově dostupná řešení vycházející vstříc indiv |",Czech Republic,2022-12-06T00:00:00.000Z,2022-12-14T00:00:00.000Z,"ŠKODA PRAHA a.s., je generální dodavatel energetických celků na klíč. Poskytuje kvalitní, inovativní a cenově dostupná řešení vycházející vstříc indiv |",ŠKODA PRAHA a.s.,null,null,null,true,2023-05-14T09:50:37.815Z,null,www.skodapraha.cz,null,null,null,Play News,[],27623,null
6460321e4083ee47cba0e2df,0,TarntankShipManagement,active,null,Sweden,2023-01-01T00:00:00.000Z,2023-01-04T00:00:00.000Z,null,Tärntank Ship Management,null,null,Hospitality,true,2023-05-14T09:50:43.602Z,57.5968988,www.tarntank.com,11.7926441,null,null,Play News,"[""CloudFlare"",""Google Tag Manager"",""WordPress""]",23544,null
646032244083ee47cba0e2e0,0,CretaFarm,active,"Creta Farms is the largest Greek meat producer. Our story began with the simplest idea: give everyone the chance to try something that is not only tasty but also healthy! For us, simplicity means uniqueness: subtract saturated fat and replace it with extra virgin olive oil in its natural form.

From our first innovation in 1996 (introducing low – fat deli meats under the brand name 0 – 3 %), we started redefining the global cold cut and snacking culture, creating desires and serving the needs of its consumers. 
The product line called “En Elladi” and its production process got patented globally and contributed significantly to Creta Farm’s rapid growth in the international arena under the name “Oliving.” Milestone for Creta Farms was 2001, when it created the unique recipe that is based in olive oil; which is infused in its natural form substituting saturated fat, thus ensuring higher value and superior taste. 

In 2015, Creta Farm's world – the correlation between the original Cretan heritage and the genuine nutritional benefits of olive oil –ventured in uncharted waters by creating the first ever healthy meat snack! Considering innovation as an integral part of our DNA, Creta Farm is dedicated to ensure the consistent quality, time and the investment in expertise and resources.

Hence, Creta Farm's innovation depends on its engaged employees. Our people have the most crucial role in the creation and implementation of the company’s innovative recipes. Creta Farms keeps attracting high talent through continuous development of employees’ training and company’s core values, 

For more information, please visit http://www.cretafarms.gr/",Greece,2022-12-18T00:00:00.000Z,2022-12-26T00:00:00.000Z,"Creta Farms is the largest Greek meat producer. Our story began with the simplest idea: give everyone the chance to try something that is not only tasty but also healthy! For us, simplicity means uniqueness: subtract saturated fat and replace it with extra virgin olive oil in its natural form.

From our first innovation in 1996 (introducing low – fat deli meats under the brand name 0 – 3 %), we started redefining the global cold cut and snacking culture, creating desires and serving the needs of its consumers. 
The product line called “En Elladi” and its production process got patented globally and contributed significantly to Creta Farm’s rapid growth in the international arena under the name “Oliving.” Milestone for Creta Farms was 2001, when it created the unique recipe that is based in olive oil; which is infused in its natural form substituting saturated fat, thus ensuring higher value and superior taste. 

In 2015, Creta Farm's world – the correlation between the original Cretan heritage and the genuine nutritional benefits of olive oil –ventured in uncharted waters by creating the first ever healthy meat snack! Considering innovation as an integral part of our DNA, Creta Farm is dedicated to ensure the consistent quality, time and the investment in expertise and resources.

Hence, Creta Farm's innovation depends on its engaged employees. Our people have the most crucial role in the creation and implementation of the company’s innovative recipes. Creta Farms keeps attracting high talent through continuous development of employees’ training and company’s core values, 

For more information, please visit http://www.cretafarms.gr/",Creta Farms Foods SA,73,50 - 200,Food Production,true,2023-05-14T09:50:49.411Z,null,www.cretafarms.gr,null,null,10M - 50M,Play News,"[""Google Analytics"",""MaxCDN"",""WordPress""]",24283,null
6460322a4083ee47cba0e2e1,0,UnaSeguros,active,"O mundo mudou. E nós mudámos com ele. 

Passados quase 100 anos de atividade em Portugal, os desafios são tantos e tão diversos que sentimos necessidade de dar um novo passo: agora Groupama Seguros chama-se UNA Seguros. Nasce assim uma nova seguradora. Para além de um novo nome, e de uma nova imagem, UNA Seguros representa a nossa evolução enquanto organização, a nossa forma de fazer seguros e de nos relacionarmos com os nossos clientes e parceiros. 

Somos UNA Seguros porque cada pessoa é única. E o que cada uma delas mais estima na vida, merece ser preservado. 

Bem-vindos à UNA Seguros. A sua nova marca de seguros. 

Os nossos valores:

Clareza: Acreditamos em relações transparentes, dedicando-nos a criar ofertas de seguros simples e diretos, para que todos possam usufruir e sobretudo entender. 

Proximidade: As pessoas e seu bem-estar estão na essência do que fazemos e por isso dedicamo-nos a preservar o que as pessoas mais prezam. 

Confiança: Acreditamos no trabalho com uma visão a longo prazo, dedicamo-nos a criar laços duradouros com os nossos clientes e parceiros.",Portugal,2022-12-12T00:00:00.000Z,2022-12-20T00:00:00.000Z,"O mundo mudou. E nós mudámos com ele. 

Passados quase 100 anos de atividade em Portugal, os desafios são tantos e tão diversos que sentimos necessidade de dar um novo passo: agora Groupama Seguros chama-se UNA Seguros. Nasce assim uma nova seguradora. Para além de um novo nome, e de uma nova imagem, UNA Seguros representa a nossa evolução enquanto organização, a nossa forma de fazer seguros e de nos relacionarmos com os nossos clientes e parceiros. 

Somos UNA Seguros porque cada pessoa é única. E o que cada uma delas mais estima na vida, merece ser preservado. 

Bem-vindos à UNA Seguros. A sua nova marca de seguros. 

Os nossos valores:

Clareza: Acreditamos em relações transparentes, dedicando-nos a criar ofertas de seguros simples e diretos, para que todos possam usufruir e sobretudo entender. 

Proximidade: As pessoas e seu bem-estar estão na essência do que fazemos e por isso dedicamo-nos a preservar o que as pessoas mais prezam. 

Confiança: Acreditamos no trabalho com uma visão a longo prazo, dedicamo-nos a criar laços duradouros com os nossos clientes e parceiros.",Una Seguros SA,82,50 - 200,Insurance,true,2023-05-14T09:50:55.226Z,null,www.unaseguros.pt,null,null,10M - 50M,Play News,"[""Google Tag Manager"",""WordPress""]",22203,null
646032304083ee47cba0e2e2,1,Hilldrup,active,"Headquartered in Stafford, Virginia, Hilldrup is a family-owned moving, storage relocation and logistics company founded in 1903. 

Today, Hilldrup is one of the largest and most honored agency groups in the entire industry, operating facilities in Virginia, Maryland, North Carolina, South Carolina, Georgia and Florida. Comprised of over 900 employees, Hilldrup moves professionals, families and businesses domestically and internationally as well as provides logistics and workplace solutions services to meet the needs of its clients, which includes Fortune 100 companies, federal government agencies, universities and hospitals. 

Hilldrup operates under top industry certifications which include being ISO 9001 Quality Management Certified and ISO 14001 Environmental Management System Certification. Hilldrup is the only 25-time honoree of the United Van Lines’ Customer Choice Award, presented to companies with the highest customer services scores. 

No matter where life or work takes you next, we look forward to helping you get there! 

To request a free move quote: https://www.hilldrup.com/quote/ 

To apply to join our award-winning organization: https://www.hilldrup.com/careers/  

Please read our social media rules of engagement here: https://www.hilldrup.com/social-media-policy/",United States,2022-12-09T00:00:00.000Z,2022-12-17T00:00:00.000Z,"Headquartered in Stafford, Virginia, Hilldrup is a family-owned moving, storage relocation and logistics company founded in 1903. 

Today, Hilldrup is one of the largest and most honored agency groups in the entire industry, operating facilities in Virginia, Maryland, North Carolina, South Carolina, Georgia and Florida. Comprised of over 900 employees, Hilldrup moves professionals, families and businesses domestically and internationally as well as provides logistics and workplace solutions services to meet the needs of its clients, which includes Fortune 100 companies, federal government agencies, universities and hospitals. 

Hilldrup operates under top industry certifications which include being ISO 9001 Quality Management Certified and ISO 14001 Environmental Management System Certification. Hilldrup is the only 25-time honoree of the United Van Lines’ Customer Choice Award, presented to companies with the highest customer services scores. 

No matter where life or work takes you next, we look forward to helping you get there! 

To request a free move quote: https://www.hilldrup.com/quote/ 

To apply to join our award-winning organization: https://www.hilldrup.com/careers/  

Please read our social media rules of engagement here: https://www.hilldrup.com/social-media-policy/",Hilldrup,null,"500 - 1,000",Transportation/Trucking/Railroad,true,2023-05-14T09:51:01.006Z,null,www.hilldrup.com,null,null,100M - 200M,Play News,"[""CloudFlare"",""Google Tag Manager"",""WordPress""]",24409,1903
646032364083ee47cba0e2e3,0,Cetrogar,active,"Somos una empresa que comercializa tecnología, artículos para el hogar y motocicletas, fundada en 1980 en la provincia de Chaco (Argentina). Nuestro crecimiento ininterrumpido nos permite contar con más de 95 sucursales, en 17 provincias del país y una plataforma e-commerce con cobertura nacional.
El compromiso de quienes formamos CETROGAR es superarnos día a día para brindar siempre más y mejores servicios a nuestros clientes. Nuestro equipo se conforma por mas de 1.600 colaboradores, claves en nuestro crecimiento en estos más de 40 años de trayectoria.
Nos posicionamos en el Mercado a través del vínculo cercano y amigable con nuestros clientes; detectando sus necesidades y expectativas al adquirir bienes para mejorar su calidad de vida. Además de comercializar los artículos tradicionales de las cadenas de electrodomésticos y electrónica, ofrecemos líneas no tradicionales como muebles, colchones, artículos de jardín, motos y más.

Nuestras actividades tienen una base clara: hacer de cada compra una experiencia única y siempre satisfactoria. Por eso, trabajamos en una continua búsqueda de la excelencia, tanto de los productos, pertenecientes a prestigiosas marcas, como de la amplia gama de servicios complementarios, garantizados por la profesionalidad.
 
Visión: Lograr liderazgo nacional, focalizándonos en la satisfacción de nuestros clientes.
 
Misión: Como empresa nacional, vendemos productos y servicios para mejorar la calidad de vida de clientes y colaboradores, garantizando compromiso, confianza y calidad.
 
Valores:
-Lideramos con el ejemplo
-Ponemos pasión en lo que hacemos
-Valoramos las personas
-Nos orientamos al cliente
-Nos comprometemos con los resultados
-Trabajamos en equipo
-Actuamos con integridad
-Nos comprometemos con la comunidad

Crediar y Cetrogar Motos también forman parte del Grupo Cetrogar, buscando dar las mejores soluciones para nuestros clientes.",Argentina,2022-12-09T00:00:00.000Z,2022-12-17T00:00:00.000Z,"Somos una empresa que comercializa tecnología, artículos para el hogar y motocicletas, fundada en 1980 en la provincia de Chaco (Argentina). Nuestro crecimiento ininterrumpido nos permite contar con más de 95 sucursales, en 17 provincias del país y una plataforma e-commerce con cobertura nacional.
El compromiso de quienes formamos CETROGAR es superarnos día a día para brindar siempre más y mejores servicios a nuestros clientes. Nuestro equipo se conforma por mas de 1.600 colaboradores, claves en nuestro crecimiento en estos más de 40 años de trayectoria.
Nos posicionamos en el Mercado a través del vínculo cercano y amigable con nuestros clientes; detectando sus necesidades y expectativas al adquirir bienes para mejorar su calidad de vida. Además de comercializar los artículos tradicionales de las cadenas de electrodomésticos y electrónica, ofrecemos líneas no tradicionales como muebles, colchones, artículos de jardín, motos y más.

Nuestras actividades tienen una base clara: hacer de cada compra una experiencia única y siempre satisfactoria. Por eso, trabajamos en una continua búsqueda de la excelencia, tanto de los productos, pertenecientes a prestigiosas marcas, como de la amplia gama de servicios complementarios, garantizados por la profesionalidad.
 
Visión: Lograr liderazgo nacional, focalizándonos en la satisfacción de nuestros clientes.
 
Misión: Como empresa nacional, vendemos productos y servicios para mejorar la calidad de vida de clientes y colaboradores, garantizando compromiso, confianza y calidad.
 
Valores:
-Lideramos con el ejemplo
-Ponemos pasión en lo que hacemos
-Valoramos las personas
-Nos orientamos al cliente
-Nos comprometemos con los resultados
-Trabajamos en equipo
-Actuamos con integridad
-Nos comprometemos con la comunidad

Crediar y Cetrogar Motos también forman parte del Grupo Cetrogar, buscando dar las mejores soluciones para nuestros clientes.",Cetrogar S.A.,null,"1,000 - 5,000",Retail,true,2023-05-14T09:51:06.758Z,null,www.cetrogar.com.ar,null,null,200M - 1B,Play News,"[""Braintree"",""Google Tag Manager"",""NewRelic""]",24850,1980
